step,slot,copy_start_ms,copy_end_ms,compute_start_ms,compute_end_ms,buffer_reuse_wait_ms,data_ready_wait_ms
0,0,0.02457600086927414,4.512864112854004,4.5182719230651855,5.15993595123291,0.003488000016659498,4.347424030303955
1,1,4.518176078796387,9.034687995910645,9.057408332824707,9.710592269897461,0.004255999810993671,3.871135950088501
2,0,9.036064147949219,13.526880264282227,13.541695594787598,14.197823524475098,0.0004799999878741801,3.804896116256714
3,1,13.528287887573242,18.024991989135742,18.029279708862305,18.624191284179688,0.0004799999878741801,3.817568063735962
