kind,layer,token,micro,start_ms,end_ms,duration_ms
weight_load,0,0,0,0.7266560196876526,6.948063850402832,6.221407830715179
weight_load,1,0,0,7.010303974151611,7.398528099060059,0.38822412490844727
compute,0,0,0,7.129248142242432,7.208384037017822,0.07913589477539062
weight_load,2,0,0,7.4161601066589355,8.16374397277832,0.7475838661193848
compute,1,0,0,7.4864959716796875,7.649663925170898,0.16316795349121094
weight_load,3,0,0,8.180512428283691,8.56822395324707,0.3877115249633789
compute,2,0,0,8.275615692138672,8.36950397491455,0.0938882827758789
weight_load,4,0,0,8.585247993469238,9.333888053894043,0.7486400604248047
compute,3,0,0,8.653087615966797,8.781439781188965,0.12835216522216797
weight_load,5,0,0,9.350079536437988,9.737248420715332,0.38716888427734375
compute,4,0,0,9.443008422851562,9.535679817199707,0.09267139434814453
weight_load,6,0,0,9.753120422363281,10.500224113464355,0.7471036911010742
compute,5,0,0,9.821311950683594,9.94099235534668,0.11968040466308594
weight_load,7,0,0,10.516639709472656,10.903840065002441,0.38720035552978516
compute,6,0,0,10.60870361328125,10.700127601623535,0.09142398834228516
weight_load,8,0,0,10.920127868652344,11.66652774810791,0.7463998794555664
compute,7,0,0,10.988767623901367,11.107104301452637,0.11833667755126953
weight_load,9,0,0,11.682592391967773,12.06873607635498,0.38614368438720703
compute,8,0,0,11.773407936096191,11.866399765014648,0.09299182891845703
weight_load,10,0,0,12.08505630493164,12.833151817321777,0.7480955123901367
compute,9,0,0,12.151776313781738,12.267423629760742,0.1156473159790039
weight_load,11,0,0,12.84876823425293,13.235551834106445,0.3867835998535156
compute,10,0,0,12.93945598602295,13.031647682189941,0.09219169616699219
weight_load,12,0,0,13.251520156860352,13.99788761138916,0.7463674545288086
compute,11,0,0,13.317888259887695,13.437503814697266,0.11961555480957031
weight_load,13,0,0,14.014176368713379,14.400832176208496,0.3866558074951172
compute,12,0,0,14.105088233947754,14.198080062866211,0.09299182891845703
weight_load,14,0,0,14.416288375854492,15.162943840026855,0.7466554641723633
compute,13,0,0,14.483072280883789,14.598112106323242,0.11503982543945312
weight_load,15,0,0,15.178751945495605,15.56879997253418,0.3900480270385742
compute,14,0,0,15.26899242401123,15.36246395111084,0.09347152709960938
weight_load,16,0,0,15.584383964538574,16.3353271484375,0.7509431838989258
compute,15,0,0,15.650272369384766,15.763999938964844,0.11372756958007812
weight_load,17,0,0,16.351360321044922,16.7412166595459,0.38985633850097656
compute,16,0,0,16.443008422851562,16.536832809448242,0.09382438659667969
weight_load,18,0,0,16.756511688232422,17.509824752807617,0.7533130645751953
compute,17,0,0,16.822912216186523,16.936159133911133,0.11324691772460938
weight_load,19,0,0,17.52614402770996,17.91539192199707,0.3892478942871094
compute,18,0,0,17.61622428894043,17.709440231323242,0.0932159423828125
weight_load,20,0,0,17.93132781982422,18.685375213623047,0.7540473937988281
compute,19,0,0,18.00009536743164,18.114591598510742,0.11449623107910156
weight_load,21,0,0,18.700895309448242,19.090560913085938,0.3896656036376953
compute,20,0,0,18.790624618530273,18.884000778198242,0.09337615966796875
weight_load,22,0,0,19.10665512084961,19.859968185424805,0.7533130645751953
compute,21,0,0,19.17401695251465,19.287872314453125,0.11385536193847656
weight_load,23,0,0,19.87500762939453,20.263999938964844,0.3889923095703125
compute,22,0,0,19.966880798339844,20.060640335083008,0.09375953674316406
weight_load,24,0,0,20.279775619506836,21.031232833862305,0.7514572143554688
compute,23,0,0,20.346912384033203,20.458911895751953,0.11199951171875
weight_load,25,0,0,21.047487258911133,27.054880142211914,6.007392883300781
compute,24,0,0,21.099103927612305,21.190975189208984,0.09187126159667969
weight_load,0,1,0,27.07084846496582,33.302528381347656,6.231679916381836
compute,25,0,0,27.114112854003906,27.386367797851562,0.27225494384765625
weight_load,1,1,0,33.348289489746094,33.73612976074219,0.38784027099609375
compute,0,1,0,33.47795104980469,33.53948974609375,0.0615386962890625
weight_load,2,1,0,33.75209426879883,34.50022506713867,0.7481307983398438
compute,1,1,0,33.829246520996094,33.960670471191406,0.1314239501953125
weight_load,3,1,0,34.51603317260742,34.90304183959961,0.3870086669921875
compute,2,1,0,34.61663818359375,34.681121826171875,0.064483642578125
weight_load,4,1,0,34.91952133178711,35.666526794433594,0.7470054626464844
compute,3,1,0,34.9958381652832,35.10636901855469,0.11053085327148438
weight_load,5,1,0,35.682369232177734,36.0689582824707,0.38658905029296875
compute,4,1,0,35.782047271728516,35.84444808959961,0.06240081787109375
weight_load,6,1,0,36.08505630493164,36.83206558227539,0.74700927734375
compute,5,1,0,36.160064697265625,36.26358413696289,0.10351943969726562
weight_load,7,1,0,36.847713470458984,37.2341423034668,0.3864288330078125
compute,6,1,0,36.94607925415039,37.00592041015625,0.059841156005859375
weight_load,8,1,0,37.25027084350586,37.99590301513672,0.7456321716308594
compute,7,1,0,37.324798583984375,37.42835235595703,0.10355377197265625
weight_load,9,1,0,38.01116943359375,38.39766311645508,0.3864936828613281
compute,8,1,0,38.10927963256836,38.17001724243164,0.06073760986328125
weight_load,10,1,0,38.413631439208984,39.16032028198242,0.7466888427734375
compute,9,1,0,38.488319396972656,38.59270477294922,0.1043853759765625
weight_load,11,1,0,39.17593765258789,39.56198501586914,0.38604736328125
compute,10,1,0,39.27449417114258,39.3322868347168,0.05779266357421875
weight_load,12,1,0,39.577823638916016,40.323551177978516,0.7457275390625
compute,11,1,0,39.65081787109375,39.752769470214844,0.10195159912109375
weight_load,13,1,0,40.33951950073242,40.725120544433594,0.3856010437011719
compute,12,1,0,40.4381103515625,40.490623474121094,0.05251312255859375
weight_load,14,1,0,40.74156951904297,41.48883056640625,0.7472610473632812
compute,13,1,0,40.816993713378906,40.91872024536133,0.10172653198242188
weight_load,15,1,0,41.5048942565918,41.894046783447266,0.38915252685546875
compute,14,1,0,41.602848052978516,41.65254211425781,0.049694061279296875
weight_load,16,1,0,41.91001510620117,42.660640716552734,0.7506256103515625
compute,15,1,0,41.98505783081055,42.08595275878906,0.10089492797851562
weight_load,17,1,0,42.67619323730469,43.065345764160156,0.38915252685546875
compute,16,1,0,42.7737922668457,42.825374603271484,0.05158233642578125
weight_load,18,1,0,43.081886291503906,43.83580780029297,0.7539215087890625
compute,17,1,0,43.156959533691406,43.25993728637695,0.10297775268554688
weight_load,19,1,0,43.851680755615234,44.24038314819336,0.388702392578125
compute,18,1,0,43.94937515258789,44.008609771728516,0.059234619140625
weight_load,20,1,0,44.255489349365234,45.00694274902344,0.7514533996582031
compute,19,1,0,44.329345703125,44.430335998535156,0.10099029541015625
weight_load,21,1,0,45.02249526977539,45.4106559753418,0.38816070556640625
compute,20,1,0,45.12140655517578,45.174591064453125,0.05318450927734375
weight_load,22,1,0,45.42675018310547,46.1789436340332,0.7521934509277344
compute,21,1,0,45.49971389770508,45.60047912597656,0.10076522827148438
weight_load,23,1,0,46.194847106933594,46.58345413208008,0.3886070251464844
compute,22,1,0,46.292640686035156,46.34812927246094,0.05548858642578125
weight_load,24,1,0,46.599422454833984,47.3515510559082,0.7521286010742188
compute,23,1,0,46.6723518371582,46.77228927612305,0.09993743896484375
weight_load,25,1,0,47.3675537109375,53.37753677368164,6.009983062744141
compute,24,1,0,47.425086975097656,47.47836685180664,0.053279876708984375
weight_load,0,2,0,53.39449691772461,59.60812759399414,6.213630676269531
compute,25,1,0,53.44620895385742,53.66831970214844,0.22211074829101562
weight_load,1,2,0,59.65532684326172,60.04387283325195,0.3885459899902344
compute,0,2,0,59.78627014160156,59.84812927246094,0.061859130859375
weight_load,2,2,0,60.060577392578125,60.807647705078125,0.7470703125
compute,1,2,0,60.13612747192383,60.26579284667969,0.12966537475585938
weight_load,3,2,0,60.82467269897461,61.213279724121094,0.3886070251464844
compute,2,2,0,60.92607879638672,60.98828887939453,0.0622100830078125
weight_load,4,2,0,61.229854583740234,61.97622299194336,0.746368408203125
compute,3,2,0,61.30489730834961,61.417057037353516,0.11215972900390625
weight_load,5,2,0,61.99248123168945,62.3785285949707,0.38604736328125
compute,4,2,0,62.09222412109375,62.14720153808594,0.0549774169921875
weight_load,6,2,0,62.3941764831543,63.140254974365234,0.7460784912109375
compute,5,2,0,62.468414306640625,62.57263946533203,0.10422515869140625
weight_load,7,2,0,63.15622329711914,63.54256057739258,0.3863372802734375
compute,6,2,0,63.25356674194336,63.30003356933594,0.046466827392578125
weight_load,8,2,0,63.55865478515625,64.3061752319336,0.7475204467773438
compute,7,2,0,63.633087158203125,63.735328674316406,0.10224151611328125
weight_load,9,2,0,64.3223648071289,64.70822143554688,0.38585662841796875
compute,8,2,0,64.4201889038086,64.48172760009766,0.0615386962890625
weight_load,10,2,0,64.7239990234375,65.4702377319336,0.7462387084960938
compute,9,2,0,64.79740905761719,64.89888000488281,0.101470947265625
weight_load,11,2,0,65.48646545410156,65.87225341796875,0.3857879638671875
compute,10,2,0,65.58415985107422,65.6349105834961,0.050750732421875
weight_load,12,2,0,65.887939453125,66.63410949707031,0.7461700439453125
compute,11,2,0,65.96329498291016,66.06403350830078,0.100738525390625
weight_load,13,2,0,66.6500473022461,67.0360336303711,0.385986328125
compute,12,2,0,66.74771118164062,66.80908966064453,0.06137847900390625
weight_load,14,2,0,67.05228424072266,67.80044555664062,0.7481613159179688
compute,13,2,0,67.12655639648438,67.23065948486328,0.10410308837890625
weight_load,15,2,0,67.81632232666016,68.20540618896484,0.3890838623046875
compute,14,2,0,67.91340637207031,67.96562957763672,0.05222320556640625
weight_load,16,2,0,68.2213134765625,68.97212982177734,0.7508163452148438
compute,15,2,0,68.29420471191406,68.39552307128906,0.101318359375
weight_load,17,2,0,68.98857879638672,69.37763214111328,0.3890533447265625
compute,16,2,0,69.08489227294922,69.13705444335938,0.05216217041015625
weight_load,18,2,0,69.39347076416016,70.14508819580078,0.751617431640625
compute,17,2,0,69.4677734375,69.56841278076172,0.10063934326171875
weight_load,19,2,0,70.16079711914062,70.5495376586914,0.38874053955078125
compute,18,2,0,70.25804901123047,70.30719757080078,0.0491485595703125
weight_load,20,2,0,70.5646743774414,71.31660461425781,0.7519302368164062
compute,19,2,0,70.63798522949219,70.73811340332031,0.100128173828125
weight_load,21,2,0,71.33270263671875,71.72112274169922,0.38842010498046875
compute,20,2,0,71.42950439453125,71.48099517822266,0.05149078369140625
weight_load,22,2,0,71.73683166503906,72.48822021484375,0.7513885498046875
compute,21,2,0,71.80899047851562,71.90831756591797,0.09932708740234375
weight_load,23,2,0,72.50418853759766,72.89318084716797,0.3889923095703125
compute,22,2,0,72.602783203125,72.66246032714844,0.0596771240234375
weight_load,24,2,0,72.90908813476562,73.68141174316406,0.7723236083984375
compute,23,2,0,72.9854736328125,73.12694549560547,0.14147186279296875
weight_load,25,2,0,73.69744110107422,79.70598602294922,6.008544921875
compute,24,2,0,73.75462341308594,73.80758666992188,0.0529632568359375
weight_load,0,3,0,79.72322845458984,85.93440246582031,6.211174011230469
compute,25,2,0,79.77523040771484,79.99942779541016,0.2241973876953125
weight_load,1,3,0,85.97881317138672,86.36573028564453,0.3869171142578125
compute,0,3,0,86.10771179199219,86.16630554199219,0.05859375
weight_load,2,3,0,86.38201904296875,87.129150390625,0.74713134765625
