sample,cuda_ms,wall_ms,kind,phase,group,layout,host,weight_bytes,pinned_source_live_bytes,q,past,batch,semantic
54,0.118367999792099,0.12683682143688202,measured,compute,1,,,14175744,,1,32,1,decode_real_history
55,0.11769600212574005,0.12639397755265236,measured,compute,1,,,14175744,,1,32,1,decode_real_history
56,0.11919999867677689,0.12777186930179596,measured,compute,1,,,14175744,,1,32,1,decode_real_history
57,0.11667200177907944,0.12559210881590843,measured,compute,1,,,14175744,,1,32,1,decode_real_history
58,0.11984000355005264,0.12845220044255257,measured,compute,1,,,14175744,,1,32,1,decode_real_history
59,0.11760000139474869,0.1285797916352749,measured,compute,1,,,14175744,,1,32,1,decode_real_history
60,0.11654400080442429,0.12517021968960762,measured,compute,1,,,14175744,,1,32,1,decode_real_history
61,0.11923199892044067,0.12794788926839828,measured,compute,1,,,14175744,,1,32,1,decode_real_history
62,0.11910399794578552,0.12760423123836517,measured,compute,1,,,14175744,,1,32,1,decode_real_history
63,0.11910399794578552,0.1276661641895771,measured,compute,1,,,14175744,,1,32,1,decode_real_history
64,0.11750400066375732,0.12604286894202232,measured,compute,1,,,14175744,,1,32,1,decode_real_history
65,0.1181119978427887,0.12681307271122932,measured,compute,1,,,14175744,,1,32,1,decode_real_history
66,0.1202239990234375,0.1288638450205326,measured,compute,1,,,14175744,,1,32,1,decode_real_history
67,0.11919999867677689,0.12776395305991173,measured,compute,1,,,14175744,,1,32,1,decode_real_history
68,0.11948800086975098,0.12834882363677025,measured,compute,1,,,14175744,,1,32,1,decode_real_history
69,0.11686400324106216,0.12579606845974922,measured,compute,1,,,14175744,,1,32,1,decode_real_history
70,0.1189119964838028,0.12736674398183823,measured,compute,1,,,14175744,,1,32,1,decode_real_history
71,0.11884800344705582,0.12745195999741554,measured,compute,1,,,14175744,,1,32,1,decode_real_history
72,0.11744000017642975,0.12580910697579384,measured,compute,1,,,14175744,,1,32,1,decode_real_history
73,0.11868800222873688,0.12672599405050278,measured,compute,1,,,14175744,,1,32,1,decode_real_history
74,0.14239999651908875,0.15009380877017975,measured,compute,1,,,14175744,,1,32,1,decode_real_history
75,0.12134400010108948,0.1300000585615635,measured,compute,1,,,14175744,,1,32,1,decode_real_history
76,0.11856000125408173,0.12694718316197395,measured,compute,1,,,14175744,,1,32,1,decode_real_history
77,0.12883199751377106,0.13770721852779388,measured,compute,1,,,14175744,,1,32,1,decode_real_history
78,0.12252800166606903,0.13198703527450562,measured,compute,1,,,14175744,,1,32,1,decode_real_history
79,0.1196800023317337,0.1284540630877018,measured,compute,1,,,14175744,,1,32,1,decode_real_history
80,0.1191679984331131,0.12760888785123825,measured,compute,1,,,14175744,,1,32,1,decode_real_history
81,0.1207680031657219,0.12960191816091537,measured,compute,1,,,14175744,,1,32,1,decode_real_history
82,0.12083200365304947,0.12955069541931152,measured,compute,1,,,14175744,,1,32,1,decode_real_history
83,0.11881600320339203,0.12775883078575134,measured,compute,1,,,14175744,,1,32,1,decode_real_history
84,0.11744000017642975,0.12608198449015617,measured,compute,1,,,14175744,,1,32,1,decode_real_history
85,0.11919999867677689,0.1279492862522602,measured,compute,1,,,14175744,,1,32,1,decode_real_history
86,0.1170239970088005,0.1256917603313923,measured,compute,1,,,14175744,,1,32,1,decode_real_history
87,0.11641599982976913,0.12509431689977646,measured,compute,1,,,14175744,,1,32,1,decode_real_history
88,0.11801599711179733,0.1268298365175724,measured,compute,1,,,14175744,,1,32,1,decode_real_history
89,0.12095999717712402,0.1294109970331192,measured,compute,1,,,14175744,,1,32,1,decode_real_history
90,0.11903999745845795,0.12756092473864555,measured,compute,1,,,14175744,,1,32,1,decode_real_history
91,0.118367999792099,0.12715207412838936,measured,compute,1,,,14175744,,1,32,1,decode_real_history
92,0.11766400188207626,0.12619886547327042,measured,compute,1,,,14175744,,1,32,1,decode_real_history
93,0.11648000031709671,0.12512225657701492,measured,compute,1,,,14175744,,1,32,1,decode_real_history
94,0.11648000031709671,0.12496300041675568,measured,compute,1,,,14175744,,1,32,1,decode_real_history
95,0.11884800344705582,0.1275818794965744,measured,compute,1,,,14175744,,1,32,1,decode_real_history
96,0.11798399686813354,0.12650387361645699,measured,compute,1,,,14175744,,1,32,1,decode_real_history
97,0.12217599898576736,0.1307348720729351,measured,compute,1,,,14175744,,1,32,1,decode_real_history
98,0.11801599711179733,0.126764178276062,measured,compute,1,,,14175744,,1,32,1,decode_real_history
99,0.11763200163841248,0.12622494250535965,measured,compute,1,,,14175744,,1,32,1,decode_real_history
100,0.12025599926710129,0.12879911810159683,measured,compute,1,,,14175744,,1,32,1,decode_real_history
101,0.1189119964838028,0.12756884098052979,measured,compute,1,,,14175744,,1,32,1,decode_real_history
102,0.11760000139474869,0.12632180005311966,measured,compute,1,,,14175744,,1,32,1,decode_real_history
103,0.11820799857378006,0.1266198232769966,measured,compute,1,,,14175744,,1,32,1,decode_real_history
104,0.11907199770212173,0.12763263657689095,measured,compute,1,,,14175744,,1,32,1,decode_real_history
105,0.118367999792099,0.1273057423532009,measured,compute,1,,,14175744,,1,32,1,decode_real_history
106,0.11708799749612808,0.12550223618745804,measured,compute,1,,,14175744,,1,32,1,decode_real_history
107,0.11776000261306763,0.1263190060853958,measured,compute,1,,,14175744,,1,32,1,decode_real_history
108,0.11840000003576279,0.1270226202905178,measured,compute,1,,,14175744,,1,32,1,decode_real_history
109,0.11955200135707855,0.12828316539525986,measured,compute,1,,,14175744,,1,32,1,decode_real_history
110,0.12006399780511856,0.12858211994171143,measured,compute,1,,,14175744,,1,32,1,decode_real_history
111,0.11715199798345566,0.1254822127521038,measured,compute,1,,,14175744,,1,32,1,decode_real_history
112,0.12041600048542023,0.12885825708508492,measured,compute,1,,,14175744,,1,32,1,decode_real_history
113,0.11766400188207626,0.12631108984351158,measured,compute,1,,,14175744,,1,32,1,decode_real_history
114,0.13062399625778198,0.13922108337283134,measured,compute,1,,,14175744,,1,32,1,decode_real_history
115,0.12745599448680878,0.13612397015094757,measured,compute,1,,,14175744,,1,32,1,decode_real_history
116,0.12028799951076508,0.12916699051856995,measured,compute,1,,,14175744,,1,32,1,decode_real_history
117,0.11830399930477142,0.12704497203230858,measured,compute,1,,,14175744,,1,32,1,decode_real_history
118,0.11852800101041794,0.1272689551115036,measured,compute,1,,,14175744,,1,32,1,decode_real_history
119,0.1188800036907196,0.12816907837986946,measured,compute,1,,,14175744,,1,32,1,decode_real_history
120,0.14825600385665894,0.15672389417886734,measured,compute,1,,,14175744,,1,32,1,decode_real_history
121,0.11881600320339203,0.1275809481739998,measured,compute,1,,,14175744,,1,32,1,decode_real_history
122,0.11945600062608719,0.1281164586544037,measured,compute,1,,,14175744,,1,32,1,decode_real_history
123,0.11760000139474869,0.1262696459889412,measured,compute,1,,,14175744,,1,32,1,decode_real_history
124,0.12031999975442886,0.1289299689233303,measured,compute,1,,,14175744,,1,32,1,decode_real_history
125,0.11977600306272507,0.12857886031270027,measured,compute,1,,,14175744,,1,32,1,decode_real_history
126,0.11958400160074234,0.12825429439544678,measured,compute,1,,,14175744,,1,32,1,decode_real_history
127,0.12211199849843979,0.1307651400566101,measured,compute,1,,,14175744,,1,32,1,decode_real_history
128,0.11865600198507309,0.1271492801606655,measured,compute,1,,,14175744,,1,32,1,decode_real_history
129,0.11900799721479416,0.12762611731886864,measured,compute,1,,,14175744,,1,32,1,decode_real_history
130,0.11977600306272507,0.12855185195803642,measured,compute,1,,,14175744,,1,32,1,decode_real_history
131,0.11903999745845795,0.12767687439918518,measured,compute,1,,,14175744,,1,32,1,decode_real_history
132,0.11977600306272507,0.12856768444180489,measured,compute,1,,,14175744,,1,32,1,decode_real_history
133,0.11980800330638885,0.12847362086176872,measured,compute,1,,,14175744,,1,32,1,decode_real_history
134,0.11897599697113037,0.12783007696270943,measured,compute,1,,,14175744,,1,32,1,decode_real_history
135,0.1225920021533966,0.13128574937582016,measured,compute,1,,,14175744,,1,32,1,decode_real_history
136,0.11974400281906128,0.12857886031270027,measured,compute,1,,,14175744,,1,32,1,decode_real_history
137,0.11993599683046341,0.12860773131251335,measured,compute,1,,,14175744,,1,32,1,decode_real_history
138,0.11977600306272507,0.12860773131251335,measured,compute,1,,,14175744,,1,32,1,decode_real_history
139,0.11747200042009354,0.12634368613362312,measured,compute,1,,,14175744,,1,32,1,decode_real_history
140,0.1173119992017746,0.12605777010321617,measured,compute,1,,,14175744,,1,32,1,decode_real_history
141,0.1191679984331131,0.12803077697753906,measured,compute,1,,,14175744,,1,32,1,decode_real_history
142,0.1194240003824234,0.128104817122221,measured,compute,1,,,14175744,,1,32,1,decode_real_history
143,0.12134400010108948,0.13021891936659813,measured,compute,1,,,14175744,,1,32,1,decode_real_history
144,0.11820799857378006,0.1268777996301651,measured,compute,1,,,14175744,,1,32,1,decode_real_history
145,0.11843200027942657,0.1272750087082386,measured,compute,1,,,14175744,,1,32,1,decode_real_history
146,0.11881600320339203,0.12771273031830788,measured,compute,1,,,14175744,,1,32,1,decode_real_history
147,0.11856000125408173,0.12732809409499168,measured,compute,1,,,14175744,,1,32,1,decode_real_history
148,0.11881600320339203,0.12751901522278786,measured,compute,1,,,14175744,,1,32,1,decode_real_history
149,0.11856000125408173,0.1272931694984436,measured,compute,1,,,14175744,,1,32,1,decode_real_history
150,0.14393599331378937,0.15278300270438194,measured,compute,1,,,14175744,,1,32,1,decode_real_history
151,0.12316799908876419,0.1317868009209633,measured,compute,1,,,14175744,,1,32,1,decode_real_history
152,0.11900799721479416,0.12765312567353249,measured,compute,1,,,14175744,,1,32,1,decode_real_history
153,0.1188800036907196,0.1276051625609398,measured,compute,1,,,14175744,,1,32,1,decode_real_history
154,0.11894399672746658,0.12751901522278786,measured,compute,1,,,14175744,,1,32,1,decode_real_history
155,0.11919999867677689,0.12754183262586594,measured,compute,1,,,14175744,,1,32,1,decode_real_history
156,0.11791999638080597,0.12647593393921852,measured,compute,1,,,14175744,,1,32,1,decode_real_history
157,0.11680000275373459,0.12556184083223343,measured,compute,1,,,14175744,,1,32,1,decode_real_history
158,0.12111999839544296,0.12992322444915771,measured,compute,1,,,14175744,,1,32,1,decode_real_history
159,0.11948800086975098,0.12810993939638138,measured,compute,1,,,14175744,,1,32,1,decode_real_history
160,0.11964800208806992,0.12836698442697525,measured,compute,1,,,14175744,,1,32,1,decode_real_history
161,0.11791999638080597,0.1263660378754139,measured,compute,1,,,14175744,,1,32,1,decode_real_history
162,0.11814399808645248,0.12670503929257393,measured,compute,1,,,14175744,,1,32,1,decode_real_history
163,0.11795199662446976,0.1265830360352993,measured,compute,1,,,14175744,,1,32,1,decode_real_history
164,0.11878400295972824,0.127286184579134,measured,compute,1,,,14175744,,1,32,1,decode_real_history
165,0.12054400146007538,0.12909015640616417,measured,compute,1,,,14175744,,1,32,1,decode_real_history
166,0.12070400267839432,0.12917397543787956,measured,compute,1,,,14175744,,1,32,1,decode_real_history
167,0.12092799693346024,0.12974627315998077,measured,compute,1,,,14175744,,1,32,1,decode_real_history
168,0.11724799871444702,0.12588221579790115,measured,compute,1,,,14175744,,1,32,1,decode_real_history
169,0.11820799857378006,0.12682471424341202,measured,compute,1,,,14175744,,1,32,1,decode_real_history
170,0.1363839954137802,0.14525000005960464,measured,compute,1,,,14175744,,1,32,1,decode_real_history
171,0.11897599697113037,0.12759631499648094,measured,compute,1,,,14175744,,1,32,1,decode_real_history
172,0.1191679984331131,0.12763915583491325,measured,compute,1,,,14175744,,1,32,1,decode_real_history
173,0.11801599711179733,0.12718187645077705,measured,compute,1,,,14175744,,1,32,1,decode_real_history
174,0.1165120005607605,0.12446381151676178,measured,compute,1,,,14175744,,1,32,1,decode_real_history
175,0.11708799749612808,0.12552784755825996,measured,compute,1,,,14175744,,1,32,1,decode_real_history
176,0.11619199812412262,0.12410013005137444,measured,compute,1,,,14175744,,1,32,1,decode_real_history
177,0.1175680011510849,0.12617511674761772,measured,compute,1,,,14175744,,1,32,1,decode_real_history
178,0.1170559972524643,0.1256330870091915,measured,compute,1,,,14175744,,1,32,1,decode_real_history
179,0.11683200299739838,0.12453505769371986,measured,compute,1,,,14175744,,1,32,1,decode_real_history
180,0.11785600334405899,0.12551108375191689,measured,compute,1,,,14175744,,1,32,1,decode_real_history
181,0.12015999853610992,0.12870319187641144,measured,compute,1,,,14175744,,1,32,1,decode_real_history
182,0.11711999773979187,0.12562843039631844,measured,compute,1,,,14175744,,1,32,1,decode_real_history
183,0.11791999638080597,0.1262580044567585,measured,compute,1,,,14175744,,1,32,1,decode_real_history
184,0.11820799857378006,0.12665009126067162,measured,compute,1,,,14175744,,1,32,1,decode_real_history
185,0.11801599711179733,0.126528088003397,measured,compute,1,,,14175744,,1,32,1,decode_real_history
186,0.11747200042009354,0.125763937830925,measured,compute,1,,,14175744,,1,32,1,decode_real_history
187,0.118367999792099,0.12746918946504593,measured,compute,1,,,14175744,,1,32,1,decode_real_history
188,0.12892800569534302,0.13808580115437508,measured,compute,1,,,14175744,,1,32,1,decode_real_history
189,0.13465599715709686,0.14400295913219452,measured,compute,1,,,14175744,,1,32,1,decode_real_history
190,0.11660800129175186,0.12542400509119034,measured,compute,1,,,14175744,,1,32,1,decode_real_history
191,0.13040000200271606,0.13925693929195404,measured,compute,1,,,14175744,,1,32,1,decode_real_history
192,0.11772800236940384,0.12664031237363815,measured,compute,1,,,14175744,,1,32,1,decode_real_history
193,0.1170239970088005,0.12551899999380112,measured,compute,1,,,14175744,,1,32,1,decode_real_history
194,0.1170559972524643,0.12563075870275497,measured,compute,1,,,14175744,,1,32,1,decode_real_history
195,0.11462400108575821,0.12303516268730164,measured,compute,1,,,14175744,,1,32,1,decode_real_history
196,0.14697599411010742,0.1558251678943634,measured,compute,1,,,14175744,,1,32,1,decode_real_history
197,0.11724799871444702,0.12561772018671036,measured,compute,1,,,14175744,,1,32,1,decode_real_history
198,0.11488000303506851,0.12353388592600822,measured,compute,1,,,14175744,,1,32,1,decode_real_history
199,0.11795199662446976,0.12640003114938736,measured,compute,1,,,14175744,,1,32,1,decode_real_history
200,0.11635199934244156,0.12456579133868217,measured,compute,1,,,14175744,,1,32,1,decode_real_history
201,0.11843200027942657,0.1270831562578678,measured,compute,1,,,14175744,,1,32,1,decode_real_history
202,0.1173119992017746,0.1255897805094719,measured,compute,1,,,14175744,,1,32,1,decode_real_history
203,0.11680000275373459,0.12543704360723495,measured,compute,1,,,14175744,,1,32,1,decode_real_history
204,0.118367999792099,0.1269206404685974,measured,compute,1,,,14175744,,1,32,1,decode_real_history
205,0.1181119978427887,0.12666266411542892,measured,compute,1,,,14175744,,1,32,1,decode_real_history
206,0.11628799885511398,0.12465799227356911,measured,compute,1,,,14175744,,1,32,1,decode_real_history
207,0.11619199812412262,0.12455694377422333,measured,compute,1,,,14175744,,1,32,1,decode_real_history
208,0.11708799749612808,0.12548593804240227,measured,compute,1,,,14175744,,1,32,1,decode_real_history
209,0.11392000317573547,0.12240186333656311,measured,compute,1,,,14175744,,1,32,1,decode_real_history
210,0.115167997777462,0.12372434139251709,measured,compute,1,,,14175744,,1,32,1,decode_real_history
211,0.11657600104808807,0.125114805996418,measured,compute,1,,,14175744,,1,32,1,decode_real_history
212,0.11840000003576279,0.12609874829649925,measured,compute,1,,,14175744,,1,32,1,decode_real_history
213,0.11548800021409988,0.1230025663971901,measured,compute,1,,,14175744,,1,32,1,decode_real_history
214,0.11744000017642975,0.12581003829836845,measured,compute,1,,,14175744,,1,32,1,decode_real_history
215,0.11721599847078323,0.1256796531379223,measured,compute,1,,,14175744,,1,32,1,decode_real_history
216,0.11721599847078323,0.1263059675693512,measured,compute,1,,,14175744,,1,32,1,decode_real_history
217,0.11708799749612808,0.12550735846161842,measured,compute,1,,,14175744,,1,32,1,decode_real_history
218,0.11820799857378006,0.126515980809927,measured,compute,1,,,14175744,,1,32,1,decode_real_history
219,0.11769600212574005,0.12631714344024658,measured,compute,1,,,14175744,,1,32,1,decode_real_history
220,0.11718399822711945,0.12557301670312881,measured,compute,1,,,14175744,,1,32,1,decode_real_history
221,0.11558400094509125,0.12398278340697289,measured,compute,1,,,14175744,,1,32,1,decode_real_history
222,0.11539199948310852,0.12344913557171822,measured,compute,1,,,14175744,,1,32,1,decode_real_history
223,0.1175680011510849,0.12582028284668922,measured,compute,1,,,14175744,,1,32,1,decode_real_history
224,0.11635199934244156,0.1247059553861618,measured,compute,1,,,14175744,,1,32,1,decode_real_history
225,0.11686400324106216,0.12545520439743996,measured,compute,1,,,14175744,,1,32,1,decode_real_history
226,0.11724799871444702,0.1257350668311119,measured,compute,1,,,14175744,,1,32,1,decode_real_history
227,0.1459520012140274,0.15423307195305824,measured,compute,1,,,14175744,,1,32,1,decode_real_history
228,0.11961600184440613,0.12806523591279984,measured,compute,1,,,14175744,,1,32,1,decode_real_history
0,0.13232000172138214,0.1463247463107109,measured,compute,1,,,14175744,,1,256,1,decode_real_history
1,0.12083200365304947,0.13064220547676086,measured,compute,1,,,14175744,,1,256,1,decode_real_history
2,0.11919999867677689,0.12818071991205215,measured,compute,1,,,14175744,,1,256,1,decode_real_history
3,0.11760000139474869,0.12640515342354774,measured,compute,1,,,14175744,,1,256,1,decode_real_history
4,0.12243200093507767,0.13147806748747826,measured,compute,1,,,14175744,,1,256,1,decode_real_history
5,0.11807999759912491,0.12727314606308937,measured,compute,1,,,14175744,,1,256,1,decode_real_history
6,0.11584000289440155,0.12485170736908913,measured,compute,1,,,14175744,,1,256,1,decode_real_history
7,0.11727999895811081,0.12595206499099731,measured,compute,1,,,14175744,,1,256,1,decode_real_history
8,0.11695999652147293,0.12551015242934227,measured,compute,1,,,14175744,,1,256,1,decode_real_history
9,0.11423999816179276,0.12299325317144394,measured,compute,1,,,14175744,,1,256,1,decode_real_history
10,0.11734399944543839,0.12591993436217308,measured,compute,1,,,14175744,,1,256,1,decode_real_history
11,0.11695999652147293,0.12561073526740074,measured,compute,1,,,14175744,,1,256,1,decode_real_history
12,0.11990399658679962,0.12858863919973373,measured,compute,1,,,14175744,,1,256,1,decode_real_history
13,0.11612799763679504,0.1245792955160141,measured,compute,1,,,14175744,,1,256,1,decode_real_history
14,0.11683200299739838,0.12562796473503113,measured,compute,1,,,14175744,,1,256,1,decode_real_history
15,0.11609599739313126,0.12450013309717178,measured,compute,1,,,14175744,,1,256,1,decode_real_history
16,0.11510399729013443,0.12396322563290596,measured,compute,1,,,14175744,,1,256,1,decode_real_history
17,0.1143999993801117,0.12315576896071434,measured,compute,1,,,14175744,,1,256,1,decode_real_history
18,0.11654400080442429,0.12525077909231186,measured,compute,1,,,14175744,,1,256,1,decode_real_history
19,0.11609599739313126,0.1245732419192791,measured,compute,1,,,14175744,,1,256,1,decode_real_history
20,0.11750400066375732,0.1262761652469635,measured,compute,1,,,14175744,,1,256,1,decode_real_history
21,0.11577600240707397,0.12419186532497406,measured,compute,1,,,14175744,,1,256,1,decode_real_history
22,0.11587200313806534,0.12458721175789833,measured,compute,1,,,14175744,,1,256,1,decode_real_history
23,0.11372800171375275,0.12228917330503464,measured,compute,1,,,14175744,,1,256,1,decode_real_history
24,0.1157120019197464,0.12391293421387672,measured,compute,1,,,14175744,,1,256,1,decode_real_history
25,0.11667200177907944,0.12545613572001457,measured,compute,1,,,14175744,,1,256,1,decode_real_history
26,0.11686400324106216,0.12551108375191689,measured,compute,1,,,14175744,,1,256,1,decode_real_history
27,0.11689600348472595,0.12561585754156113,measured,compute,1,,,14175744,,1,256,1,decode_real_history
28,0.11977600306272507,0.12861378490924835,measured,compute,1,,,14175744,,1,256,1,decode_real_history
29,0.11619199812412262,0.12473296374082565,measured,compute,1,,,14175744,,1,256,1,decode_real_history
30,0.11529599875211716,0.12414995580911636,measured,compute,1,,,14175744,,1,256,1,decode_real_history
31,0.13075199723243713,0.13933703303337097,measured,compute,1,,,14175744,,1,256,1,decode_real_history
32,0.11865600198507309,0.12763077393174171,measured,compute,1,,,14175744,,1,256,1,decode_real_history
33,0.11852800101041794,0.12735091149806976,measured,compute,1,,,14175744,,1,256,1,decode_real_history
34,0.11760000139474869,0.12644706293940544,measured,compute,1,,,14175744,,1,256,1,decode_real_history
35,0.11807999759912491,0.15186099335551262,measured,compute,1,,,14175744,,1,256,1,decode_real_history
36,0.11935999989509583,0.1278831623494625,measured,compute,1,,,14175744,,1,256,1,decode_real_history
37,0.11366400122642517,0.12214202433824539,measured,compute,1,,,14175744,,1,256,1,decode_real_history
38,0.1149120032787323,0.1235809177160263,measured,compute,1,,,14175744,,1,256,1,decode_real_history
39,0.11638399958610535,0.12487219646573067,measured,compute,1,,,14175744,,1,256,1,decode_real_history
40,0.11420799791812897,0.1229969784617424,measured,compute,1,,,14175744,,1,256,1,decode_real_history
41,0.11660800129175186,0.12498302385210991,measured,compute,1,,,14175744,,1,256,1,decode_real_history
42,0.1143679991364479,0.12310920283198357,measured,compute,1,,,14175744,,1,256,1,decode_real_history
43,0.1186240017414093,0.12709014117717743,measured,compute,1,,,14175744,,1,256,1,decode_real_history
44,0.11609599739313126,0.12473482638597488,measured,compute,1,,,14175744,,1,256,1,decode_real_history
45,0.11599999666213989,0.12455601245164871,measured,compute,1,,,14175744,,1,256,1,decode_real_history
46,0.1159679964184761,0.12463098391890526,measured,compute,1,,,14175744,,1,256,1,decode_real_history
47,0.11593600362539291,0.12441631406545639,measured,compute,1,,,14175744,,1,256,1,decode_real_history
48,0.11382400244474411,0.12237206101417542,measured,compute,1,,,14175744,,1,256,1,decode_real_history
49,0.11503999680280685,0.12375134974718094,measured,compute,1,,,14175744,,1,256,1,decode_real_history
50,0.11599999666213989,0.12464029714465141,measured,compute,1,,,14175744,,1,256,1,decode_real_history
51,0.11971200257539749,0.12845825403928757,measured,compute,1,,,14175744,,1,256,1,decode_real_history
52,0.11667200177907944,0.12542586773633957,measured,compute,1,,,14175744,,1,256,1,decode_real_history
53,0.11420799791812897,0.12284889817237854,measured,compute,1,,,14175744,,1,256,1,decode_real_history
54,0.1141119971871376,0.12257788330316544,measured,compute,1,,,14175744,,1,256,1,decode_real_history
55,0.11407999694347382,0.12266403064131737,measured,compute,1,,,14175744,,1,256,1,decode_real_history
56,0.11417599767446518,0.12262491509318352,measured,compute,1,,,14175744,,1,256,1,decode_real_history
57,0.11468800157308578,0.12366101145744324,measured,compute,1,,,14175744,,1,256,1,decode_real_history
58,0.11366400122642517,0.1224796287715435,measured,compute,1,,,14175744,,1,256,1,decode_real_history
59,0.1438080072402954,0.15269964933395386,measured,compute,1,,,14175744,,1,256,1,decode_real_history
60,0.12012799829244614,0.1286580227315426,measured,compute,1,,,14175744,,1,256,1,decode_real_history
61,0.11785600334405899,0.12663519009947777,measured,compute,1,,,14175744,,1,256,1,decode_real_history
62,0.11708799749612808,0.1256917603313923,measured,compute,1,,,14175744,,1,256,1,decode_real_history
63,0.11680000275373459,0.12560561299324036,measured,compute,1,,,14175744,,1,256,1,decode_real_history
64,0.11664000153541565,0.1255180686712265,measured,compute,1,,,14175744,,1,256,1,decode_real_history
65,0.11673600226640701,0.1255357638001442,measured,compute,1,,,14175744,,1,256,1,decode_real_history
66,0.11638399958610535,0.12485682964324951,measured,compute,1,,,14175744,,1,256,1,decode_real_history
67,0.1443839967250824,0.1532020978629589,measured,compute,1,,,14175744,,1,256,1,decode_real_history
68,0.11423999816179276,0.12280885130167007,measured,compute,1,,,14175744,,1,256,1,decode_real_history
69,0.11734399944543839,0.12600189074873924,measured,compute,1,,,14175744,,1,256,1,decode_real_history
70,0.11404799669981003,0.12249918654561043,measured,compute,1,,,14175744,,1,256,1,decode_real_history
71,0.11356800049543381,0.12203399091959,measured,compute,1,,,14175744,,1,256,1,decode_real_history
72,0.11376000195741653,0.12250430881977081,measured,compute,1,,,14175744,,1,256,1,decode_real_history
73,0.11433599889278412,0.12294994667172432,measured,compute,1,,,14175744,,1,256,1,decode_real_history
74,0.1281599998474121,0.13709114864468575,measured,compute,1,,,14175744,,1,256,1,decode_real_history
75,0.13283200562000275,0.14209607616066933,measured,compute,1,,,14175744,,1,256,1,decode_real_history
76,0.11593600362539291,0.1245071180164814,measured,compute,1,,,14175744,,1,256,1,decode_real_history
77,0.11401599645614624,0.12260116636753082,measured,compute,1,,,14175744,,1,256,1,decode_real_history
78,0.11612799763679504,0.1252410002052784,measured,compute,1,,,14175744,,1,256,1,decode_real_history
79,0.11580800265073776,0.12457789853215218,measured,compute,1,,,14175744,,1,256,1,decode_real_history
80,0.11296000331640244,0.1217033714056015,measured,compute,1,,,14175744,,1,256,1,decode_real_history
81,0.11580800265073776,0.12449314817786217,measured,compute,1,,,14175744,,1,256,1,decode_real_history
82,0.11680000275373459,0.12554414570331573,measured,compute,1,,,14175744,,1,256,1,decode_real_history
83,0.11587200313806534,0.12478465214371681,measured,compute,1,,,14175744,,1,256,1,decode_real_history
84,0.11414399743080139,0.1228521578013897,measured,compute,1,,,14175744,,1,256,1,decode_real_history
85,0.11404799669981003,0.122870784252882,measured,compute,1,,,14175744,,1,256,1,decode_real_history
86,0.11587200313806534,0.12494204565882683,measured,compute,1,,,14175744,,1,256,1,decode_real_history
87,0.11587200313806534,0.12458022683858871,measured,compute,1,,,14175744,,1,256,1,decode_real_history
88,0.11686400324106216,0.12557674199342728,measured,compute,1,,,14175744,,1,256,1,decode_real_history
89,0.11683200299739838,0.12557115405797958,measured,compute,1,,,14175744,,1,256,1,decode_real_history
90,0.11881600320339203,0.1276186667382717,measured,compute,1,,,14175744,,1,256,1,decode_real_history
91,0.11334399878978729,0.12207217514514923,measured,compute,1,,,14175744,,1,256,1,decode_real_history
92,0.11526399850845337,0.12413319200277328,measured,compute,1,,,14175744,,1,256,1,decode_real_history
93,0.11555200070142746,0.12423470616340637,measured,compute,1,,,14175744,,1,256,1,decode_real_history
94,0.115167997777462,0.12353388592600822,measured,compute,1,,,14175744,,1,256,1,decode_real_history
95,0.11673600226640701,0.12533320114016533,measured,compute,1,,,14175744,,1,256,1,decode_real_history
96,0.11593600362539291,0.12459093704819679,measured,compute,1,,,14175744,,1,256,1,decode_real_history
97,0.11580800265073776,0.12452667579054832,measured,compute,1,,,14175744,,1,256,1,decode_real_history
98,0.1162559986114502,0.12484006583690643,measured,compute,1,,,14175744,,1,256,1,decode_real_history
99,0.11683200299739838,0.12561911717057228,measured,compute,1,,,14175744,,1,256,1,decode_real_history
100,0.11580800265073776,0.12458674609661102,measured,compute,1,,,14175744,,1,256,1,decode_real_history
101,0.1159679964184761,0.12463703751564026,measured,compute,1,,,14175744,,1,256,1,decode_real_history
102,0.11577600240707397,0.12449175119400024,measured,compute,1,,,14175744,,1,256,1,decode_real_history
103,0.11347199976444244,0.12121815234422684,measured,compute,1,,,14175744,,1,256,1,decode_real_history
104,0.11382400244474411,0.12227380648255348,measured,compute,1,,,14175744,,1,256,1,decode_real_history
105,0.11488000303506851,0.12347428128123283,measured,compute,1,,,14175744,,1,256,1,decode_real_history
106,0.11648000031709671,0.1251744106411934,measured,compute,1,,,14175744,,1,256,1,decode_real_history
107,0.11654400080442429,0.12535974383354187,measured,compute,1,,,14175744,,1,256,1,decode_real_history
108,0.11766400188207626,0.12664031237363815,measured,compute,1,,,14175744,,1,256,1,decode_real_history
109,0.12265600264072418,0.13148831203579903,measured,compute,1,,,14175744,,1,256,1,decode_real_history
110,0.1181119978427887,0.12664496898651123,measured,compute,1,,,14175744,,1,256,1,decode_real_history
111,0.11430399864912033,0.12312689796090126,measured,compute,1,,,14175744,,1,256,1,decode_real_history
112,0.11657600104808807,0.12507475912570953,measured,compute,1,,,14175744,,1,256,1,decode_real_history
113,0.14316800236701965,0.15195179730653763,measured,compute,1,,,14175744,,1,256,1,decode_real_history
114,0.11932799965143204,0.12801401317119598,measured,compute,1,,,14175744,,1,256,1,decode_real_history
