sample,cuda_ms,wall_ms,kind,phase,group,layout,host,weight_bytes,pinned_source_live_bytes,q,past,batch,semantic
161,0.12425599992275238,0.1324731856584549,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
162,0.1265919953584671,0.13477588072419167,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
163,0.1239359974861145,0.13259612023830414,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
164,0.12201599776744843,0.13037538155913353,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
165,0.12291199713945389,0.13112416490912437,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
166,0.12432000041007996,0.132816843688488,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
167,0.12457600235939026,0.1328829675912857,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
168,0.12352000176906586,0.13172393664717674,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
169,0.12432000041007996,0.1327856443822384,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
170,0.12751999497413635,0.13586506247520447,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
171,0.12518399953842163,0.1336350105702877,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
172,0.12345600128173828,0.13173464685678482,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
173,0.12665599584579468,0.1350552774965763,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
174,0.1252799928188324,0.1336769200861454,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
175,0.13676799833774567,0.14553498476743698,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
176,0.1656000018119812,0.17440924420952797,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
177,0.13184000551700592,0.14058314263820648,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
178,0.12352000176906586,0.13218587264418602,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
179,0.1263359934091568,0.13514189049601555,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
180,0.12291199713945389,0.1312997192144394,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
181,0.12489599734544754,0.1332731917500496,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
182,0.12479999661445618,0.13344595208764076,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
183,0.12422399967908859,0.132865272462368,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
184,0.12601600587368011,0.13442989438772202,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
185,0.12556800246238708,0.13407738879323006,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
186,0.12307199835777283,0.1313970424234867,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
187,0.12489599734544754,0.13322290033102036,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
188,0.12297599762678146,0.13164617121219635,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
189,0.12345600128173828,0.13182498514652252,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
190,0.12518399953842163,0.13383105397224426,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
191,0.1607999950647354,0.1694178208708763,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
192,0.13043199479579926,0.138911884278059,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
193,0.13996799290180206,0.1484360545873642,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
194,0.12275200337171555,0.13151206076145172,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
195,0.12438400089740753,0.13282941654324532,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
196,0.12371200323104858,0.13230787590146065,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
197,0.12483199685811996,0.1332978717982769,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
198,0.12540799379348755,0.13416586443781853,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
199,0.125791996717453,0.13434328138828278,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
200,0.12531200051307678,0.13376539573073387,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
201,0.12614400684833527,0.13454677537083626,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
202,0.12415999919176102,0.13248715549707413,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
203,0.1244800016283989,0.13283686712384224,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
204,0.12403199821710587,0.13256724923849106,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
205,0.12403199821710587,0.13266783207654953,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
206,0.1252799928188324,0.13375189155340195,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
207,0.12406399846076965,0.13274233788251877,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
208,0.1249919980764389,0.13366108760237694,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
209,0.12272000312805176,0.13127457350492477,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
210,0.12364800274372101,0.13198517262935638,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
211,0.12281599640846252,0.13161217793822289,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
212,0.12236800044775009,0.13087596744298935,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
213,0.12537600100040436,0.13383664190769196,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
214,0.1701440066099167,0.1788279041647911,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
215,0.12745599448680878,0.136667862534523,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
216,0.1257600039243698,0.13416819274425507,measured,compute,1,,,14175744,,16,0,1,short_prefill_proxy
0,0.19468800723552704,0.20839087665081024,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
1,0.1777919977903366,0.18717581406235695,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
2,0.1737920045852661,0.1825210638344288,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
3,0.16979199647903442,0.17840880900621414,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
4,0.17497600615024567,0.1837438903748989,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
5,0.1690240055322647,0.1782733015716076,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
6,0.17286400496959686,0.1815478317439556,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
7,0.16761599481105804,0.17658108845353127,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
8,0.16704000532627106,0.17574895173311234,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
9,0.17059199512004852,0.18381932750344276,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
10,0.16780799627304077,0.17629284411668777,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
11,0.1671999990940094,0.17576012760400772,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
12,0.17244799435138702,0.18103281036019325,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
13,0.1703999936580658,0.17869006842374802,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
14,0.1682559996843338,0.17679110169410706,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
15,0.16918399930000305,0.1777331344783306,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
16,0.16739200055599213,0.1758607104420662,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
17,0.16681599617004395,0.17540622502565384,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
18,0.16636799275875092,0.17473800107836723,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
19,0.16620799899101257,0.17471564933657646,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
20,0.16944000124931335,0.17781974747776985,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
21,0.16707199811935425,0.17554871737957,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
22,0.1711360067129135,0.17968984320759773,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
23,0.16518400609493256,0.17358409240841866,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
24,0.17043200135231018,0.17893174663186073,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
25,0.16700799763202667,0.17570890486240387,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
26,0.16704000532627106,0.1754281111061573,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
27,0.16617600619792938,0.17464905977249146,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
28,0.17136000096797943,0.1799529418349266,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
29,0.16617600619792938,0.17437618225812912,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
30,0.17155200242996216,0.1798989251255989,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
31,0.16806399822235107,0.1768004149198532,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
32,0.1685439944267273,0.1775934360921383,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
33,0.16707199811935425,0.1755482517182827,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
34,0.17103999853134155,0.17993804067373276,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
35,0.1671680063009262,0.17568795010447502,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
36,0.1711679995059967,0.18195109441876411,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
37,0.19308799505233765,0.2018366940319538,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
38,0.16649599373340607,0.17532985657453537,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
39,0.1671680063009262,0.17570191994309425,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
40,0.17107200622558594,0.1798202283680439,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
41,0.1658879965543747,0.1745852641761303,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
42,0.17430399358272552,0.18297089263796806,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
43,0.1669120043516159,0.17565209418535233,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
44,0.16592000424861908,0.17472822219133377,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
45,0.1661120057106018,0.17467699944972992,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
46,0.17020800709724426,0.1788162626326084,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
47,0.16828800737857819,0.17838599160313606,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
48,0.17177599668502808,0.1803259365260601,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
49,0.16806399822235107,0.17678597941994667,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
50,0.1671999990940094,0.1757340505719185,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
51,0.1679999977350235,0.1765647903084755,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
52,0.1703999936580658,0.17897505313158035,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
53,0.16921600699424744,0.1776781864464283,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
54,0.1712000072002411,0.17984118312597275,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
55,0.1679999977350235,0.17671799287199974,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
56,0.1669439971446991,0.17560692504048347,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
57,0.16512000560760498,0.17368514090776443,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
58,0.17110399901866913,0.1798500306904316,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
59,0.1923840045928955,0.20122388377785683,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
60,0.1712000072002411,0.17974479123950005,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
61,0.16675199568271637,0.17570005729794502,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
62,0.16604800522327423,0.17469190061092377,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
63,0.16627199947834015,0.17800694331526756,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
64,0.16889600455760956,0.17764000222086906,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
65,0.16707199811935425,0.17552683129906654,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
66,0.1661120057106018,0.1746639609336853,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
67,0.16630400717258453,0.17481902614235878,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
68,0.16816000640392303,0.17675384879112244,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
69,0.166143998503685,0.17456291243433952,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
70,0.1754239946603775,0.18403306603431702,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
71,0.16687999665737152,0.17558597028255463,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
72,0.17056000232696533,0.17954176291823387,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
73,0.16646400094032288,0.17484696581959724,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
74,0.16633599996566772,0.17469841986894608,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
75,0.16512000560760498,0.17364835366606712,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
76,0.17318400740623474,0.18087495118379593,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
77,0.16870400309562683,0.1764078624546528,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
78,0.17100800573825836,0.17986027523875237,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
79,0.16678400337696075,0.17569959163665771,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
80,0.16784000396728516,0.17580296844244003,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
81,0.16787199676036835,0.1766378991305828,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
82,0.17123199999332428,0.17971498891711235,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
83,0.16582399606704712,0.17466582357883453,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
84,0.17052799463272095,0.17890892922878265,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
85,0.166143998503685,0.17471704632043839,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
86,0.166143998503685,0.1748558133840561,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
87,0.17830400168895721,0.18701422959566116,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
88,0.1714559942483902,0.18049031496047974,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
89,0.1666879951953888,0.17557712271809578,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
90,0.17017599940299988,0.17872778698801994,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
91,0.16707199811935425,0.17585884779691696,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
92,0.19670400023460388,0.2058730460703373,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
93,0.16707199811935425,0.17596734687685966,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
94,0.16707199811935425,0.17570797353982925,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
95,0.16793599724769592,0.17675617709755898,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
96,0.1671999990940094,0.1757950522005558,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
97,0.1669439971446991,0.17571309581398964,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
98,0.16787199676036835,0.17663836479187012,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
99,0.16777600347995758,0.17670122906565666,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
100,0.17100800573825836,0.1798090524971485,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
101,0.16601599752902985,0.17472216859459877,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
102,0.17136000096797943,0.17991196364164352,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
103,0.1709119975566864,0.1798146404325962,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
104,0.16684800386428833,0.17561763525009155,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
105,0.16601599752902985,0.17474545165896416,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
106,0.1711360067129135,0.1797298900783062,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
107,0.16739200055599213,0.17586397007107735,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
108,0.17126399278640747,0.17999112606048584,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
109,0.16899199783802032,0.1773587428033352,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
110,0.16761599481105804,0.1768423244357109,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
111,0.1679999977350235,0.17663510516285896,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
112,0.17023999989032745,0.17883209511637688,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
113,0.16592000424861908,0.17466768622398376,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
114,0.17529599368572235,0.1841951161623001,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
115,0.17001600563526154,0.1788041554391384,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
116,0.16787199676036835,0.17580296844244003,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
117,0.1658560037612915,0.174742192029953,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
118,0.18012799322605133,0.18915673717856407,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
119,0.1687680035829544,0.17780810594558716,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
120,0.20083199441432953,0.20911404862999916,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
121,0.16627199947834015,0.1748991198837757,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
122,0.16908800601959229,0.17786817625164986,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
123,0.16687999665737152,0.1746751368045807,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
124,0.16495999693870544,0.17361808568239212,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
125,0.17843200266361237,0.18727779388427734,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
126,0.16646400094032288,0.1755007542669773,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
127,0.1700800061225891,0.1787492074072361,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
128,0.1677439957857132,0.17680972814559937,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
129,0.16944000124931335,0.17827190458774567,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
130,0.16713599860668182,0.1758551225066185,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
131,0.17654399573802948,0.18918560817837715,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
132,0.16713599860668182,0.17567910254001617,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
133,0.1679999977350235,0.1768181100487709,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
134,0.16636799275875092,0.17476873472332954,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
135,0.16687999665737152,0.1756437122821808,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
136,0.1855359971523285,0.19416585564613342,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
137,0.1677439957857132,0.1766486093401909,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
138,0.17107200622558594,0.17965305596590042,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
139,0.16704000532627106,0.17570704221725464,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
140,0.1671680063009262,0.1757652498781681,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
141,0.16704000532627106,0.178653746843338,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
142,0.18828800320625305,0.19973376765847206,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
143,0.1780800074338913,0.18704822286963463,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
144,0.17401599884033203,0.18278183415532112,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
145,0.16873599588871002,0.17765676602721214,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
146,0.1693439930677414,0.17783092334866524,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
147,0.19855999946594238,0.20760204643011093,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
148,0.16684800386428833,0.17547514289617538,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
149,0.16758400201797485,0.17630914226174355,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
150,0.17110399901866913,0.17978530377149582,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
151,0.16687999665737152,0.17556920647621155,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
152,0.17231999337673187,0.18088705837726593,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
153,0.1700800061225891,0.1786956563591957,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
154,0.16726399958133698,0.1757410354912281,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
155,0.16495999693870544,0.17376570031046867,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
156,0.17103999853134155,0.17959065735340118,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
157,0.16832000017166138,0.17683487385511398,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
158,0.17423999309539795,0.18288195133209229,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
159,0.1679680049419403,0.17674081027507782,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
160,0.16684800386428833,0.1754341647028923,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
161,0.16569599509239197,0.17440179362893105,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
162,0.1711679995059967,0.1798500306904316,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
163,0.16732800006866455,0.17591426149010658,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
164,0.17231999337673187,0.18092989921569824,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
165,0.1934719979763031,0.21215807646512985,measured,compute,1,,,14175744,,128,0,1,short_prefill_proxy
0,0.13279999792575836,0.14700880274176598,measured,compute,1,,,14175744,,1,32,1,decode_real_history
1,0.12492799758911133,0.13415515422821045,measured,compute,1,,,14175744,,1,32,1,decode_real_history
2,0.12403199821710587,0.13309204950928688,measured,compute,1,,,14175744,,1,32,1,decode_real_history
3,0.12223999947309494,0.13117212802171707,measured,compute,1,,,14175744,,1,32,1,decode_real_history
4,0.12188799679279327,0.13070832937955856,measured,compute,1,,,14175744,,1,32,1,decode_real_history
5,0.12316799908876419,0.13205409049987793,measured,compute,1,,,14175744,,1,32,1,decode_real_history
6,0.12041600048542023,0.1292130909860134,measured,compute,1,,,14175744,,1,32,1,decode_real_history
7,0.12070400267839432,0.12933695688843727,measured,compute,1,,,14175744,,1,32,1,decode_real_history
8,0.1189119964838028,0.1276358962059021,measured,compute,1,,,14175744,,1,32,1,decode_real_history
9,0.11884800344705582,0.1276358962059021,measured,compute,1,,,14175744,,1,32,1,decode_real_history
10,0.11984000355005264,0.1284549944102764,measured,compute,1,,,14175744,,1,32,1,decode_real_history
11,0.11680000275373459,0.12538162991404533,measured,compute,1,,,14175744,,1,32,1,decode_real_history
12,0.1189119964838028,0.12776395305991173,measured,compute,1,,,14175744,,1,32,1,decode_real_history
13,0.12294399738311768,0.13172021135687828,measured,compute,1,,,14175744,,1,32,1,decode_real_history
14,0.11820799857378006,0.12725591659545898,measured,compute,1,,,14175744,,1,32,1,decode_real_history
15,0.11980800330638885,0.12852810323238373,measured,compute,1,,,14175744,,1,32,1,decode_real_history
16,0.11987199634313583,0.12826314195990562,measured,compute,1,,,14175744,,1,32,1,decode_real_history
17,0.11878400295972824,0.12755021452903748,measured,compute,1,,,14175744,,1,32,1,decode_real_history
18,0.1189119964838028,0.1276838593184948,measured,compute,1,,,14175744,,1,32,1,decode_real_history
19,0.12089599668979645,0.1296750269830227,measured,compute,1,,,14175744,,1,32,1,decode_real_history
20,0.11715199798345566,0.12595392763614655,measured,compute,1,,,14175744,,1,32,1,decode_real_history
21,0.12380799651145935,0.13207411393523216,measured,compute,1,,,14175744,,1,32,1,decode_real_history
22,0.11993599683046341,0.12767314910888672,measured,compute,1,,,14175744,,1,32,1,decode_real_history
23,0.1207680031657219,0.12854160740971565,measured,compute,1,,,14175744,,1,32,1,decode_real_history
24,0.12012799829244614,0.1286650076508522,measured,compute,1,,,14175744,,1,32,1,decode_real_history
25,0.11740799993276596,0.12618210166692734,measured,compute,1,,,14175744,,1,32,1,decode_real_history
26,0.11884800344705582,0.1267031766474247,measured,compute,1,,,14175744,,1,32,1,decode_real_history
27,0.1181119978427887,0.1267991028726101,measured,compute,1,,,14175744,,1,32,1,decode_real_history
28,0.12246400117874146,0.13132579624652863,measured,compute,1,,,14175744,,1,32,1,decode_real_history
29,0.11923199892044067,0.12795301154255867,measured,compute,1,,,14175744,,1,32,1,decode_real_history
30,0.12031999975442886,0.12915115803480148,measured,compute,1,,,14175744,,1,32,1,decode_real_history
31,0.11769600212574005,0.1264861784875393,measured,compute,1,,,14175744,,1,32,1,decode_real_history
32,0.11993599683046341,0.12869108468294144,measured,compute,1,,,14175744,,1,32,1,decode_real_history
33,0.11974400281906128,0.12839678674936295,measured,compute,1,,,14175744,,1,32,1,decode_real_history
34,0.11903999745845795,0.12749293819069862,measured,compute,1,,,14175744,,1,32,1,decode_real_history
35,0.11932799965143204,0.1276354305446148,measured,compute,1,,,14175744,,1,32,1,decode_real_history
36,0.12272000312805176,0.1314920373260975,measured,compute,1,,,14175744,,1,32,1,decode_real_history
37,0.11884800344705582,0.12766802683472633,measured,compute,1,,,14175744,,1,32,1,decode_real_history
38,0.1340160071849823,0.14401506632566452,measured,compute,1,,,14175744,,1,32,1,decode_real_history
39,0.12092799693346024,0.12958701699972153,measured,compute,1,,,14175744,,1,32,1,decode_real_history
40,0.11999999731779099,0.12859096750617027,measured,compute,1,,,14175744,,1,32,1,decode_real_history
41,0.11884800344705582,0.12768805027008057,measured,compute,1,,,14175744,,1,32,1,decode_real_history
42,0.11974400281906128,0.12848805636167526,measured,compute,1,,,14175744,,1,32,1,decode_real_history
43,0.12089599668979645,0.12926803901791573,measured,compute,1,,,14175744,,1,32,1,decode_real_history
44,0.1231359988451004,0.15045003965497017,measured,compute,1,,,14175744,,1,32,1,decode_real_history
45,0.11878400295972824,0.1274971291422844,measured,compute,1,,,14175744,,1,32,1,decode_real_history
46,0.11785600334405899,0.12656068429350853,measured,compute,1,,,14175744,,1,32,1,decode_real_history
47,0.12006399780511856,0.12868084013462067,measured,compute,1,,,14175744,,1,32,1,decode_real_history
48,0.11923199892044067,0.12772995978593826,measured,compute,1,,,14175744,,1,32,1,decode_real_history
49,0.11760000139474869,0.12643076479434967,measured,compute,1,,,14175744,,1,32,1,decode_real_history
50,0.1196800023317337,0.12835301458835602,measured,compute,1,,,14175744,,1,32,1,decode_real_history
51,0.12172800302505493,0.13019796460866928,measured,compute,1,,,14175744,,1,32,1,decode_real_history
52,0.1202239990234375,0.1287846826016903,measured,compute,1,,,14175744,,1,32,1,decode_real_history
53,0.11776000261306763,0.12622680515050888,measured,compute,1,,,14175744,,1,32,1,decode_real_history
