node,model,dtype,blocks,first_layer,batch,query_len,past_len,semantic,weight_bytes,pinned_weight_live_bytes,two_weight_slots_bytes,h2d_cuda_p50_ms,h2d_wall_p50_ms,compute_cuda_p50_ms,compute_wall_p50_ms,h2d_GBps,copy_slowdown,compute_slowdown,overlap_speedup,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,rss_sampled_peak_bytes
B,facebook/opt-125m,float16,8,0,4,32,0,short_prefill_proxy,113405952,113405952,226811904,4.799391984939575,4.807563032954931,1.2246879935264587,1.2343114940449595,23.629233110332788,1.0072409443982644,1.113700758583248,1.2555665716000168,336847360,463470592,1987874816
B,facebook/opt-125m,float16,8,0,1,64,0,short_prefill_proxy,113405952,113405952,226811904,4.799391984939575,4.807563032954931,0.8889600038528442,0.89834607206285,23.629233110332788,1.006234094410517,1.082433378922769,1.1794907269464674,334389760,463470592,1991389184
B,facebook/opt-125m,float16,8,0,4,64,0,short_prefill_proxy,113405952,113405952,226811904,4.799391984939575,4.807563032954931,1.5047999620437622,1.5146629884839058,23.629233110332788,1.0074075604856387,1.0305156934739963,1.3066173849266227,341762560,469762048,1994903552
B,facebook/opt-125m,float16,8,0,1,128,0,short_prefill_proxy,113405952,113405952,226811904,4.799391984939575,4.807563032954931,1.15065598487854,1.1602789163589478,23.629233110332788,1.006780837600035,1.1089883119248451,1.2378437844433483,584730112,759169024,1994903552
B,facebook/opt-125m,float16,8,0,4,128,0,short_prefill_proxy,113405952,113405952,226811904,4.799391984939575,4.807563032954931,2.8942240476608276,2.9043330578133464,23.629233110332788,1.0074942962305868,1.0171320638238481,1.5974546329746868,360195584,771751936,1994903552
B,facebook/opt-125m,float16,8,0,1,256,0,short_prefill_proxy,113405952,113405952,226811904,4.799391984939575,4.807563032954931,1.4984480142593384,1.5079454751685262,23.629233110332788,1.0066674750742781,1.0551077085540823,1.3148910319354143,351201792,771751936,1994903552
B,facebook/opt-125m,float16,8,0,4,256,0,short_prefill_proxy,113405952,113405952,226811904,4.799391984939575,4.807563032954931,4.747951984405518,4.757821559906006,23.629233110332788,1.007424301577304,1.003912454303062,1.9074362912349452,385347072,813694976,1994903552
B,facebook/opt-125m,float16,8,0,1,1,32,decode_real_history,113405952,113405952,226811904,4.799391984939575,4.807563032954931,0.825872004032135,0.835354090668261,23.629233110332788,1.0057007639650635,1.0598833718622331,1.167035649960223,341704192,813694976,1994903552
B,facebook/opt-125m,float16,8,0,4,1,32,decode_real_history,113405952,113405952,226811904,4.799391984939575,4.807563032954931,0.8514559864997864,0.8606039918959141,23.629233110332788,1.0057340474410745,1.0305171255481513,1.1509696807379342,345459712,813694976,1994903552
B,facebook/opt-125m,float16,8,0,1,1,256,decode_real_history,113405952,113405952,226811904,4.799391984939575,4.807563032954931,0.8462079763412476,0.8556266548112035,23.629233110332788,1.0057007639650635,1.0526774151240537,1.170804576037476,591337472,840957952,1994903552
B,facebook/opt-125m,float16,8,0,4,1,256,decode_real_history,113405952,113405952,226811904,4.799391984939575,4.807563032954931,0.8511040210723877,0.860569067299366,23.629233110332788,1.0059340463581197,1.0831672404167305,1.1676963268932312,394947584,840957952,1994903552
