kind,layer,token,micro,start_ms,end_ms,duration_ms
weight_load,0,0,0,0.3627839982509613,6.609568119049072,6.246784120798111
compute,0,0,0,6.627359867095947,6.707071781158447,0.0797119140625
weight_load,1,0,0,6.716095924377441,7.1042561531066895,0.38816022872924805
compute,1,0,0,7.104832172393799,7.181471824645996,0.07663965225219727
weight_load,2,0,0,7.187615871429443,7.936800003051758,0.7491841316223145
compute,2,0,0,7.937407970428467,8.01587200164795,0.07846403121948242
weight_load,3,0,0,8.01638412475586,8.396320343017578,0.37993621826171875
compute,3,0,0,8.396927833557129,8.471199989318848,0.07427215576171875
weight_load,4,0,0,8.477343559265137,9.223775863647461,0.7464323043823242
compute,4,0,0,9.224384307861328,9.298944473266602,0.07456016540527344
weight_load,5,0,0,9.299424171447754,9.686112403869629,0.386688232421875
compute,5,0,0,9.68671989440918,9.767583847045898,0.08086395263671875
weight_load,6,0,0,9.773728370666504,10.516960144042969,0.7432317733764648
compute,6,0,0,10.517536163330078,10.591232299804688,0.07369613647460938
weight_load,7,0,0,10.59171199798584,10.97219181060791,0.3804798126220703
compute,7,0,0,10.972800254821777,11.045503616333008,0.07270336151123047
weight_load,8,0,0,11.051679611206055,11.792415618896484,0.7407360076904297
compute,8,0,0,11.793024063110352,11.871232032775879,0.07820796966552734
weight_load,9,0,0,11.871711730957031,12.251487731933594,0.3797760009765625
compute,9,0,0,12.252096176147461,12.325504302978516,0.07340812683105469
weight_load,10,0,0,12.331680297851562,13.072992324829102,0.7413120269775391
compute,10,0,0,13.073599815368652,13.151264190673828,0.07766437530517578
weight_load,11,0,0,13.15174388885498,13.528639793395996,0.3768959045410156
compute,11,0,0,13.529248237609863,13.605504035949707,0.07625579833984375
weight_load,12,0,0,13.611680030822754,14.354080200195312,0.7424001693725586
compute,12,0,0,14.354656219482422,14.431232452392578,0.07657623291015625
weight_load,13,0,0,14.431743621826172,14.8090238571167,0.37728023529052734
compute,13,0,0,14.809599876403809,14.885536193847656,0.07593631744384766
weight_load,14,0,0,14.891679763793945,15.632063865661621,0.7403841018676758
compute,14,0,0,15.632672309875488,15.71123218536377,0.07855987548828125
weight_load,15,0,0,15.71168041229248,16.08883285522461,0.3771524429321289
compute,15,0,0,16.089439392089844,16.165536880493164,0.07609748840332031
weight_load,16,0,0,16.171680450439453,16.912063598632812,0.7403831481933594
compute,16,0,0,16.91267204284668,16.99123191833496,0.07855987548828125
weight_load,17,0,0,16.99171257019043,17.3702392578125,0.3785266876220703
compute,17,0,0,17.370847702026367,17.4434871673584,0.07263946533203125
weight_load,18,0,0,17.44963264465332,18.184480667114258,0.7348480224609375
compute,18,0,0,18.185056686401367,18.256895065307617,0.07183837890625
weight_load,19,0,0,18.257343292236328,18.637344360351562,0.3800010681152344
compute,19,0,0,18.63795280456543,18.711200714111328,0.07324790954589844
weight_load,20,0,0,18.717344284057617,19.453632354736328,0.7362880706787109
compute,20,0,0,19.454240798950195,19.526655197143555,0.07241439819335938
weight_load,21,0,0,19.52720069885254,19.906431198120117,0.3792304992675781
compute,21,0,0,19.907039642333984,19.983007431030273,0.07596778869628906
weight_load,22,0,0,19.989152908325195,20.730623245239258,0.7414703369140625
compute,22,0,0,20.731231689453125,20.808704376220703,0.07747268676757812
weight_load,23,0,0,20.80918312072754,21.187040328979492,0.3778572082519531
compute,23,0,0,21.18764877319336,21.26095962524414,0.07331085205078125
weight_load,24,0,0,21.265056610107422,22.001951217651367,0.7368946075439453
compute,24,0,0,22.002527236938477,22.074016571044922,0.07148933410644531
weight_load,25,0,0,22.074464797973633,28.035327911376953,5.96086311340332
compute,25,0,0,28.035903930664062,28.289695739746094,0.25379180908203125
weight_load,0,1,0,28.341184616088867,34.579681396484375,6.238496780395508
compute,0,1,0,34.59971237182617,34.660831451416016,0.06111907958984375
weight_load,1,1,0,34.66899108886719,35.055809020996094,0.38681793212890625
compute,1,1,0,35.0563850402832,35.11820983886719,0.061824798583984375
weight_load,2,1,0,35.123870849609375,35.86979293823242,0.7459220886230469
compute,2,1,0,35.87036895751953,35.90553665161133,0.035167694091796875
weight_load,3,1,0,35.90643310546875,36.28623962402344,0.3798065185546875
compute,3,1,0,36.28684616088867,36.343807220458984,0.0569610595703125
weight_load,4,1,0,36.34960174560547,37.092735290527344,0.743133544921875
compute,4,1,0,37.09331130981445,37.120670318603516,0.0273590087890625
weight_load,5,1,0,37.12153625488281,37.50627136230469,0.384735107421875
compute,5,1,0,37.5068473815918,37.56304168701172,0.056194305419921875
weight_load,6,1,0,37.56953430175781,38.31100845336914,0.7414741516113281
compute,6,1,0,38.311614990234375,38.33958435058594,0.0279693603515625
weight_load,7,1,0,38.34038543701172,38.720542907714844,0.380157470703125
compute,7,1,0,38.721153259277344,38.777854919433594,0.05670166015625
weight_load,8,1,0,38.78364944458008,39.52550506591797,0.7418556213378906
compute,8,1,0,39.5261116027832,39.55984115600586,0.03372955322265625
weight_load,9,1,0,39.56070327758789,39.943328857421875,0.3826255798339844
compute,9,1,0,39.943904876708984,40.0022087097168,0.0583038330078125
weight_load,10,1,0,40.008705139160156,40.74950408935547,0.7407989501953125
compute,10,1,0,40.7501106262207,40.78489685058594,0.034786224365234375
weight_load,11,1,0,40.78579330444336,41.16502380371094,0.3792304992675781
compute,11,1,0,41.16559982299805,41.223167419433594,0.057567596435546875
weight_load,12,1,0,41.22895812988281,41.9672966003418,0.7383384704589844
compute,12,1,0,41.96790313720703,41.994911193847656,0.027008056640625
weight_load,13,1,0,41.99580764770508,42.372352600097656,0.3765449523925781
compute,13,1,0,42.37295913696289,42.43113708496094,0.058177947998046875
weight_load,14,1,0,42.4376335144043,43.17363357543945,0.7360000610351562
compute,14,1,0,43.17424011230469,43.203582763671875,0.0293426513671875
weight_load,15,1,0,43.2044792175293,43.581695556640625,0.3772163391113281
compute,15,1,0,43.58230209350586,43.639808654785156,0.057506561279296875
weight_load,16,1,0,43.645599365234375,44.38220977783203,0.7366104125976562
compute,16,1,0,44.382816314697266,44.41155242919922,0.028736114501953125
weight_load,17,1,0,44.41241455078125,44.789119720458984,0.3767051696777344
compute,17,1,0,44.78972625732422,44.847774505615234,0.058048248291015625
weight_load,18,1,0,44.854270935058594,45.58931350708008,0.7350425720214844
compute,18,1,0,45.58992004394531,45.6181755065918,0.028255462646484375
weight_load,19,1,0,45.61907196044922,45.99603271484375,0.37696075439453125
compute,19,1,0,45.996639251708984,46.05440139770508,0.05776214599609375
weight_load,20,1,0,46.0601921081543,46.79619216918945,0.7360000610351562
compute,20,1,0,46.79676818847656,46.8240966796875,0.0273284912109375
weight_load,21,1,0,46.824928283691406,47.202911376953125,0.37798309326171875
compute,21,1,0,47.203521728515625,47.262367248535156,0.05884552001953125
weight_load,22,1,0,47.268863677978516,48.00492858886719,0.7360649108886719
compute,22,1,0,48.00553512573242,48.03481674194336,0.0292816162109375
weight_load,23,1,0,48.03567886352539,48.411903381347656,0.3762245178222656
compute,23,1,0,48.412479400634766,48.47068786621094,0.058208465576171875
weight_load,24,1,0,48.47478485107422,49.21238327026367,0.7375984191894531
compute,24,1,0,49.21295928955078,49.2407341003418,0.027774810791015625
weight_load,25,1,0,49.24118423461914,55.196224212646484,5.955039978027344
compute,25,1,0,55.19683074951172,55.407264709472656,0.2104339599609375
weight_load,0,2,0,55.45167922973633,61.69084930419922,6.239170074462891
compute,0,2,0,61.70819091796875,61.76448059082031,0.0562896728515625
weight_load,1,2,0,61.771934509277344,62.15865707397461,0.3867225646972656
compute,1,2,0,62.159263610839844,62.21788787841797,0.058624267578125
weight_load,2,2,0,62.22198486328125,62.967071533203125,0.745086669921875
compute,2,2,0,62.967647552490234,62.99750518798828,0.029857635498046875
weight_load,3,2,0,62.9983024597168,63.377952575683594,0.3796501159667969
compute,3,2,0,63.37855911254883,63.436798095703125,0.058238983154296875
weight_load,4,2,0,63.44259262084961,64.18470764160156,0.7421150207519531
compute,4,2,0,64.18531036376953,64.21981048583984,0.0345001220703125
weight_load,5,2,0,64.22073364257812,64.60896301269531,0.3882293701171875
compute,5,2,0,64.60956573486328,64.66934204101562,0.05977630615234375
weight_load,6,2,0,64.67584228515625,65.41683197021484,0.7409896850585938
compute,6,2,0,65.41744232177734,65.44691467285156,0.02947235107421875
weight_load,7,2,0,65.44767761230469,65.82669067382812,0.3790130615234375
compute,7,2,0,65.8272933959961,65.8872299194336,0.0599365234375
weight_load,8,2,0,65.89302062988281,66.63555145263672,0.7425308227539062
compute,8,2,0,66.63616180419922,66.6692123413086,0.033050537109375
weight_load,9,2,0,66.67008209228516,67.0538558959961,0.3837738037109375
compute,9,2,0,67.0544662475586,67.1197738647461,0.0653076171875
weight_load,10,2,0,67.12627410888672,67.86994934082031,0.7436752319335938
compute,10,2,0,67.87055969238281,67.9024658203125,0.0319061279296875
weight_load,11,2,0,67.90322875976562,68.28495788574219,0.3817291259765625
compute,11,2,0,68.28556823730469,68.34483337402344,0.05926513671875
weight_load,12,2,0,68.35062408447266,69.08809661865234,0.7374725341796875
compute,12,2,0,69.08870697021484,69.1165771484375,0.02787017822265625
weight_load,13,2,0,69.11743927001953,69.49510192871094,0.37766265869140625
compute,13,2,0,69.49568176269531,69.55484771728516,0.05916595458984375
weight_load,14,2,0,69.56134033203125,70.29798126220703,0.7366409301757812
compute,14,2,0,70.2985610961914,70.3272933959961,0.0287322998046875
weight_load,15,2,0,70.32806396484375,70.70515441894531,0.3770904541015625
compute,15,2,0,70.70575714111328,70.76557159423828,0.059814453125
weight_load,16,2,0,70.7713623046875,71.50870513916016,0.7373428344726562
compute,16,2,0,71.50927734375,71.53731536865234,0.02803802490234375
weight_load,17,2,0,71.53814697265625,71.91584014892578,0.37769317626953125
compute,17,2,0,71.91645050048828,71.9755859375,0.05913543701171875
weight_load,18,2,0,71.98220825195312,72.71807861328125,0.735870361328125
compute,18,2,0,72.71865844726562,72.74803161621094,0.0293731689453125
weight_load,19,2,0,72.7488021850586,73.12409973144531,0.37529754638671875
compute,19,2,0,73.12470245361328,73.1863021850586,0.0615997314453125
weight_load,20,2,0,73.19209289550781,73.92889404296875,0.7368011474609375
compute,20,2,0,73.92950439453125,73.95804595947266,0.02854156494140625
weight_load,21,2,0,73.95887756347656,74.33609771728516,0.37722015380859375
compute,21,2,0,74.33670043945312,74.39631652832031,0.0596160888671875
weight_load,22,2,0,74.40281677246094,75.13970947265625,0.7368927001953125
compute,22,2,0,75.14031982421875,75.16876983642578,0.02845001220703125
weight_load,23,2,0,75.16966247558594,75.54678344726562,0.3771209716796875
compute,23,2,0,75.54736328125,75.606689453125,0.059326171875
weight_load,24,2,0,75.61078643798828,76.34751892089844,0.7367324829101562
compute,24,2,0,76.34812927246094,76.37673950195312,0.0286102294921875
weight_load,25,2,0,76.37718200683594,82.3342056274414,5.957023620605469
compute,25,2,0,82.3348159790039,82.54121398925781,0.20639801025390625
weight_load,0,3,0,82.58582305908203,88.82083129882812,6.235008239746094
compute,0,3,0,88.83436584472656,88.89017486572266,0.05580902099609375
weight_load,1,3,0,88.89791870117188,89.28492736816406,0.3870086669921875
compute,1,3,0,89.28550720214844,89.34226989746094,0.0567626953125
weight_load,2,3,0,89.34272003173828,90.08271789550781,0.7399978637695312
compute,2,3,0,90.08329772949219,90.11199951171875,0.0287017822265625
weight_load,3,3,0,90.11254119873047,90.49488067626953,0.3823394775390625
compute,3,3,0,90.49549102783203,90.55638122558594,0.06089019775390625
weight_load,4,3,0,90.5568618774414,91.29933166503906,0.7424697875976562
compute,4,3,0,91.29993438720703,91.32713317871094,0.02719879150390625
weight_load,5,3,0,91.3280029296875,91.71087646484375,0.38287353515625
compute,5,3,0,91.71148681640625,91.7674560546875,0.05596923828125
weight_load,6,3,0,91.76825714111328,92.51663970947266,0.748382568359375
compute,6,3,0,92.51721954345703,92.54707336425781,0.02985382080078125
weight_load,7,3,0,92.54755401611328,92.92684936523438,0.37929534912109375
compute,7,3,0,92.92745971679688,92.98534393310547,0.05788421630859375
weight_load,8,3,0,92.98579406738281,93.73212432861328,0.7463302612304688
compute,8,3,0,93.73273468017578,93.76118469238281,0.02845001220703125
weight_load,9,3,0,93.76204681396484,94.14134216308594,0.37929534912109375
compute,9,3,0,94.14195251464844,94.19945526123047,0.05750274658203125
weight_load,10,3,0,94.20035552978516,94.9452133178711,0.7448577880859375
compute,10,3,0,94.94579315185547,94.97599792480469,0.03020477294921875
weight_load,11,3,0,94.97647857666016,95.36070251464844,0.38422393798828125
compute,11,3,0,95.36131286621094,95.42447662353516,0.06316375732421875
weight_load,12,3,0,95.4250259399414,96.1635513305664,0.738525390625
compute,12,3,0,96.16413116455078,96.1921615600586,0.0280303955078125
weight_load,13,3,0,96.19308471679688,96.57119750976562,0.37811279296875
compute,13,3,0,96.57177734375,96.62838745117188,0.056610107421875
weight_load,14,3,0,96.6292495727539,97.37088012695312,0.7416305541992188
compute,14,3,0,97.37149047851562,97.4049301147461,0.03343963623046875
weight_load,15,3,0,97.40541076660156,97.78604888916016,0.38063812255859375
compute,15,3,0,97.78665924072266,97.84320068359375,0.05654144287109375
weight_load,16,3,0,97.8436508178711,98.58419036865234,0.74053955078125
compute,16,3,0,98.58480072021484,98.6190414428711,0.03424072265625
weight_load,17,3,0,98.61990356445312,99.00006103515625,0.380157470703125
compute,17,3,0,99.00067138671875,99.05731201171875,0.056640625
weight_load,18,3,0,99.05811309814453,99.79862213134766,0.740509033203125
compute,18,3,0,99.79923248291016,99.8340835571289,0.03485107421875
weight_load,19,3,0,99.83455657958984,100.2142105102539,0.3796539306640625
compute,19,3,0,100.21481323242188,100.27212524414062,0.05731201171875
weight_load,20,3,0,100.27257537841797,101.01372528076172,0.74114990234375
compute,20,3,0,101.0143051147461,101.04796600341797,0.033660888671875
weight_load,21,3,0,101.04876708984375,101.42867279052734,0.37990570068359375
compute,21,3,0,101.42924499511719,101.48623657226562,0.0569915771484375
weight_load,22,3,0,101.48710632324219,102.22825622558594,0.74114990234375
compute,22,3,0,102.22886657714844,102.2624282836914,0.03356170654296875
weight_load,23,3,0,102.26329803466797,102.64307403564453,0.3797760009765625
compute,23,3,0,102.6436767578125,102.7007064819336,0.05702972412109375
weight_load,24,3,0,102.7011489868164,103.44166564941406,0.7405166625976562
compute,24,3,0,103.4422378540039,103.47689819335938,0.03466033935546875
weight_load,25,3,0,103.47734069824219,109.43443298339844,5.95709228515625
compute,25,3,0,109.43504333496094,109.64137268066406,0.206329345703125
