run,stage,model,direction,batch,q,steps,arm,cut,policy,n,e2e_p50_ms,e2e_p95_ms,prefill_p50_ms,decode_step_p50_ms,correct,logits_max_abs,kv_max_abs,wire_bytes,activation_bytes,first_endpoint_weight_bytes,first_kv_bytes,first_weight_slot_bytes,first_resident_block_bytes,first_pinned_weight_bytes,first_gpu_allocated_peak_bytes,first_gpu_reserved_peak_bytes,first_rss_sampled_peak_bytes,first_weight_transfer_bytes,first_weight_transfers,first_h2d_chunk_sum_ms,first_weight_host_wait_ms,first_weight_gpu_wait_ms,first_compute_cuda_ms,first_buffer_host_wait_ms,first_buffer_gpu_wait_ms,first_activation_receive_wait_ms,last_endpoint_weight_bytes,last_kv_bytes,last_weight_slot_bytes,last_resident_block_bytes,last_pinned_weight_bytes,last_gpu_allocated_peak_bytes,last_gpu_reserved_peak_bytes,last_rss_sampled_peak_bytes,last_weight_transfer_bytes,last_weight_transfers,last_h2d_chunk_sum_ms,last_weight_host_wait_ms,last_weight_gpu_wait_ms,last_compute_cuda_ms,last_buffer_host_wait_ms,last_buffer_gpu_wait_ms,last_activation_receive_wait_ms,h2d_overlap_lower_ms,h2d_overlap_upper_ms,clock_offset_width_ms
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,Cresident,2,priority,3,29.37825298309326,32.76689920425415,5.066160202026367,3.4435110092163086,True,0.0,0.0,62106,59904,80366592,718848,0,85054464,85054464,176653824,190840832,1734422528,0,0,0.0,0.0,0.0,11.16812813282013,0.0,0.0,0.0,77220864,718848,0,85054464,85054464,176323584,190840832,1731870720,0,0,0.0,0.0,0.0,6.833760023117065,0.0,0.0,18.851604461669922,0.0,0.0,0.10466241836547852
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,Rresident,2,priority,3,32.41850519180298,32.77742938995361,5.6418232917785645,3.6906228065490723,True,0.0,0.0,184990,179712,80366592,718848,0,85054464,85054464,176653824,190840832,1749942272,0,0,0.0,0.0,0.0,9.769056022167206,0.0,0.0,6.2166619300842285,77220864,718848,0,85054464,85054464,176322048,190840832,1742299136,0,0,0.0,0.0,0.0,6.798911929130554,0.0,0.0,18.781471729278564,0.0,0.0,0.1049189567565918
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,C0,2,window2,3,137.276264667511,138.60073862075805,16.68041706085205,17.275804042816162,True,0.0,0.0,62138,59904,80366592,718848,85054464,0,85054464,176653824,190840832,1753407488,680435712,16,52.88365715742111,0.024425506591796875,0.17401600209996104,8.848735898733139,0.05302000045776367,0.1414720006287098,0.0,77220864,718848,85054464,0,85054464,176323584,190840832,1738756096,680435712,16,28.412710189819336,0.04844856262207031,0.3584000011906028,18.194751977920532,0.10233402252197266,0.25228800252079964,79.03681898117065,0.0,0.0,0.3268449306488037
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,R0,2,window2,3,134.44866466522217,137.71206374168395,17.14189052581787,17.184494018554688,True,0.0,0.0,184990,179712,80366592,718848,85054464,0,85054464,176653824,190840832,1758535680,680435712,16,52.80564942955971,0.020175457000732422,0.14089600183069706,7.98444801568985,0.03919363021850586,0.09955200040712953,29.069384574890137,77220864,718848,85054464,0,85054464,176322048,190840832,1739608064,680435712,16,28.47635841369629,0.04089689254760742,0.2847999995574355,15.07094407081604,0.07679986953735352,0.18441600119695067,74.70773363113403,0.0,0.0,0.3023827075958252
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,C1,1,priority,3,86.62339973449707,88.16232810020446,16.876697063446045,9.888665676116943,True,0.0,0.0,62138,59904,80366592,359424,85054464,0,42527232,176294400,190840832,1726226432,340217856,8,27.276644468307495,3.4640917778015137,0.4037120006978512,17.241120100021362,29.318361282348633,0.5144319906830788,0.0,77220864,1078272,85054464,0,127581696,176683008,190840832,1743441920,1020653568,24,43.22815227508545,27.01921820640564,0.5320319980382919,12.438463985919952,0.030739307403564453,0.6607680013403296,39.733989000320435,7.965045928955078,19.71799945831299,0.1451554298400879
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,C1,2,priority,3,63.49369239807129,63.565192794799806,13.520256996154785,7.049713611602783,True,0.0,0.0,62138,59904,80366592,718848,85054464,0,85054464,176653824,190840832,1753690112,680435712,16,53.307707488536835,15.403746604919434,0.303872000426054,8.174336075782776,0.633427619934082,0.26447999849915504,0.0,77220864,718848,85054464,0,85054464,176323584,190840832,1738354688,680435712,16,29.19693374633789,13.594596862792969,0.646687994711101,11.826336055994034,0.03268074989318848,0.5351360058411956,29.62284779548645,17.201067447662354,29.68332815170288,0.09868288040161133
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,C1,3,priority,3,98.31860065460205,102.31147732734681,20.728660583496094,11.154356956481934,True,0.0,0.0,62138,59904,80366592,1078272,85054464,0,127581696,177013248,190840832,1752109056,1020653568,24,80.2563825249672,36.09834384918213,0.7754879975691438,13.552639812231064,1.5396957397460938,0.5973439961671829,0.0,77220864,359424,85054464,0,42527232,175962624,190840832,1714601984,340217856,8,15.600400924682617,2.279338836669922,0.6399040073156357,18.103583812713623,8.15770936012268,0.22649600403383374,64.04695177078247,8.224420547485352,17.91417360305786,0.1092081069946289
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,R1,2,priority,3,78.86577892303467,79.80531511306762,15.820384979248047,9.025381088256836,True,0.0,0.0,184990,179712,80366592,718848,85054464,0,85054464,176653824,190840832,1756729344,680435712,16,53.50356325507164,23.617492198944092,0.29686399921774864,7.869184046983719,0.020647525787353516,0.34451199835166335,16.57023811340332,77220864,718848,85054464,0,85054464,176322048,190840832,1739010048,680435712,16,29.66211748123169,6.560150623321533,0.7995520029217005,17.50620812177658,0.049102067947387695,0.6114879925735295,40.37749409675598,11.655385494232178,20.816179752349854,0.0983579158782959
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,C1,1,window2,3,63.313385009765625,65.25027208328247,13.416772842407227,6.820452690124512,True,0.0,0.0,62138,59904,80366592,359424,85054464,0,42527232,176294400,190840832,1731457024,340217856,8,26.590211987495422,3.22219181060791,0.436575997620821,15.711584091186523,19.23325538635254,0.4055359996855259,0.0,77220864,1078272,85054464,0,127581696,176683008,190840832,1744199680,1020653568,24,42.611939430236816,9.591801166534424,0.45411199796944857,10.943423926830292,18.184969186782837,0.2841600007377565,36.174399852752686,6.1716179847717285,14.748226165771484,0.1456129550933838
experiments/inferrelay_two_node/results/t3-125m-a-b-01,t3,opt-125m,A-B,1,32,8,C1,2,window2,3,58.01769399642944,58.62122492790222,11.727750778198242,6.62709903717041,True,0.0,0.0,62138,59904,80366592,718848,85054464,0,85054464,176653824,190840832,1760563200,680435712,16,53.2839814722538,21.07028579711914,0.3753599999472499,8.47232010960579,0.019935131072998047,0.3212160002440214,0.0,77220864,718848,85054464,0,85054464,176323584,190840832,1742475264,680435712,16,28.482811272144318,0.052948713302612305,0.47228799760341644,12.807936072349548,23.454674005508423,0.18022399675101042,37.36484956741333,17.982935428619385,29.67884111404419,0.09855389595031738
