kind,layer,token,micro,start_ms,end_ms,duration_ms
weight_load,0,0,0,0.7416960000991821,6.986303806304932,6.2446078062057495
compute,0,0,0,7.004543781280518,7.083712100982666,0.07916831970214844
weight_load,1,0,0,7.092383861541748,7.482656002044678,0.3902721405029297
compute,1,0,0,7.483232021331787,7.560160160064697,0.07692813873291016
weight_load,2,0,0,7.565792083740234,8.314144134521484,0.74835205078125
compute,2,0,0,8.314751625061035,8.390560150146484,0.07580852508544922
weight_load,3,0,0,8.391008377075195,8.773951530456543,0.38294315338134766
compute,3,0,0,8.77455997467041,8.84886360168457,0.07430362701416016
weight_load,4,0,0,8.855008125305176,9.598848342895508,0.743840217590332
compute,4,0,0,9.599455833435059,9.676639556884766,0.07718372344970703
weight_load,5,0,0,9.677087783813477,10.063776016235352,0.386688232421875
compute,5,0,0,10.064384460449219,10.139103889465332,0.07471942901611328
weight_load,6,0,0,10.145248413085938,10.895999908447266,0.7507514953613281
compute,6,0,0,10.896575927734375,10.969120025634766,0.07254409790039062
weight_load,7,0,0,10.969568252563477,11.351648330688477,0.382080078125
compute,7,0,0,11.352255821228027,11.427295684814453,0.07503986358642578
weight_load,8,0,0,11.433440208435059,12.181856155395508,0.7484159469604492
compute,8,0,0,12.182432174682617,12.253120422363281,0.07068824768066406
weight_load,9,0,0,12.253600120544434,12.638015747070312,0.3844156265258789
compute,9,0,0,12.63862419128418,12.719584465026855,0.08096027374267578
weight_load,10,0,0,12.725728034973145,13.465087890625,0.7393598556518555
compute,10,0,0,13.46566390991211,13.537088394165039,0.07142448425292969
weight_load,11,0,0,13.537568092346191,13.917792320251465,0.38022422790527344
compute,11,0,0,13.918399810791016,13.993439674377441,0.07503986358642578
weight_load,12,0,0,13.999584197998047,14.741727828979492,0.7421436309814453
compute,12,0,0,14.74233627319336,14.819135665893555,0.07679939270019531
weight_load,13,0,0,14.819616317749023,15.195391654968262,0.3757753372192383
compute,13,0,0,15.195967674255371,15.27344036102295,0.07747268676757812
weight_load,14,0,0,15.279583930969238,16.01900863647461,0.7394247055053711
compute,14,0,0,16.019615173339844,16.090944290161133,0.07132911682128906
weight_load,15,0,0,16.091392517089844,16.4716796875,0.38028717041015625
compute,15,0,0,16.47225570678711,16.54729652404785,0.07504081726074219
weight_load,16,0,0,16.55344009399414,17.299903869628906,0.7464637756347656
compute,16,0,0,17.300479888916016,17.37299156188965,0.07251167297363281
weight_load,17,0,0,17.373472213745117,17.752511978149414,0.3790397644042969
compute,17,0,0,17.753087997436523,17.829343795776367,0.07625579833984375
weight_load,18,0,0,17.835487365722656,18.57744026184082,0.7419528961181641
compute,18,0,0,18.578048706054688,18.655040740966797,0.07699203491210938
weight_load,19,0,0,18.655519485473633,19.03215980529785,0.37664031982421875
compute,19,0,0,19.03276824951172,19.109344482421875,0.07657623291015625
weight_load,20,0,0,19.115488052368164,19.855327606201172,0.7398395538330078
compute,20,0,0,19.85590362548828,19.926847457885742,0.07094383239746094
weight_load,21,0,0,19.927295684814453,20.306720733642578,0.379425048828125
compute,21,0,0,20.307296752929688,20.38319969177246,0.07590293884277344
weight_load,22,0,0,20.38934326171875,21.1296329498291,0.7402896881103516
compute,22,0,0,21.130239486694336,21.20889663696289,0.07865715026855469
weight_load,23,0,0,21.209375381469727,21.58572769165039,0.37635231018066406
compute,23,0,0,21.586336135864258,21.66320037841797,0.07686424255371094
weight_load,24,0,0,21.667264938354492,22.408960342407227,0.7416954040527344
compute,24,0,0,22.409536361694336,22.486495971679688,0.07695960998535156
weight_load,25,0,0,22.4869441986084,28.442367553710938,5.955423355102539
compute,25,0,0,28.442975997924805,28.70012855529785,0.2571525573730469
weight_load,0,1,0,28.75436782836914,34.99375915527344,6.239391326904297
compute,0,1,0,35.0142707824707,35.07417678833008,0.059906005859375
weight_load,1,1,0,35.08198547363281,35.46934509277344,0.387359619140625
compute,1,1,0,35.46995162963867,35.529823303222656,0.059871673583984375
weight_load,2,1,0,35.53532791137695,36.28236770629883,0.747039794921875
compute,2,1,0,36.28297424316406,36.31187057495117,0.028896331787109375
weight_load,3,1,0,36.31267166137695,36.69286346435547,0.3801918029785156
compute,3,1,0,36.69343948364258,36.75526428222656,0.061824798583984375
weight_load,4,1,0,36.76105499267578,37.50543975830078,0.744384765625
compute,4,1,0,37.50601577758789,37.5392951965332,0.0332794189453125
weight_load,5,1,0,37.5401611328125,37.92457580566406,0.3844146728515625
compute,5,1,0,37.9251823425293,37.982688903808594,0.057506561279296875
weight_load,6,1,0,37.98944091796875,38.73388671875,0.74444580078125
compute,6,1,0,38.7344970703125,38.765377044677734,0.030879974365234375
weight_load,7,1,0,38.7663688659668,39.15129470825195,0.38492584228515625
compute,7,1,0,39.15190505981445,39.21388626098633,0.061981201171875
