step,slot,copy_start_ms,copy_end_ms,compute_start_ms,compute_end_ms,buffer_reuse_wait_ms,data_ready_wait_ms
0,0,0.022272000089287758,0.6255040168762207,0.6459839940071106,0.75382399559021,0.003648000070825219,0.5631999969482422
1,1,0.6268799901008606,1.2336000204086304,1.2456640005111694,1.3568320274353027,0.0004799999878741801,0.4776960015296936
2,0,1.234976053237915,1.8374079465866089,1.856287956237793,1.9640640020370483,0.0004799999878741801,0.48528000712394714
3,1,1.8388160467147827,2.4409279823303223,2.4432320594787598,2.5484800338745117,0.00044800000614486635,0.47171199321746826
