copy_ms,compute_ms,cuda_ms,wall_ms,copy_start_ms,compute_start_ms,kind,group,q,past,batch,semantic,mode,sample
1.123039960861206,0.08166400343179703,1.2244800329208374,1.2344070710241795,0.012160000391304493,1.1401920318603516,measured,1,16,0,1,short_prefill_proxy,serial,0
1.1285760402679443,0.08588799834251404,1.235103964805603,1.2452290393412113,0.012160000391304493,1.1465920209884644,measured,1,16,0,1,short_prefill_proxy,serial,1
1.123136043548584,0.08383999764919281,1.2281279563903809,1.238236203789711,0.012000000104308128,1.1416640281677246,measured,1,16,0,1,short_prefill_proxy,serial,2
1.1221760511398315,0.08364800363779068,1.226207971572876,1.236123964190483,0.012032000347971916,1.1399359703063965,measured,1,16,0,1,short_prefill_proxy,serial,3
1.1214720010757446,0.08588799834251404,1.2281919717788696,1.237640157341957,0.012256000190973282,1.139680027961731,measured,1,16,0,1,short_prefill_proxy,serial,4
1.120959997177124,0.08396799862384796,1.225119948387146,1.2356219813227654,0.011648000217974186,1.1385279893875122,measured,1,16,0,1,short_prefill_proxy,serial,5
1.1224960088729858,0.08601599931716919,1.2278399467468262,1.2379810214042664,0.01196799986064434,1.13919997215271,measured,1,16,0,1,short_prefill_proxy,serial,6
1.1205120086669922,0.08780799806118011,1.2281279563903809,1.2382743880152702,0.011392000131309032,1.1376960277557373,measured,1,16,0,1,short_prefill_proxy,serial,7
1.121216058731079,0.08179199695587158,1.2222399711608887,1.2317649088799953,0.011648000217974186,1.1378240585327148,measured,1,16,0,1,short_prefill_proxy,serial,8
1.1221439838409424,0.08588799834251404,1.2293440103530884,1.2397747486829758,0.01196799986064434,1.1407999992370605,measured,1,16,0,1,short_prefill_proxy,serial,9
1.121664047241211,0.08383999764919281,1.2259199619293213,1.2355241924524307,0.011552000418305397,1.139456033706665,measured,1,16,0,1,short_prefill_proxy,serial,10
1.1295360326766968,0.08383999764919281,1.2335360050201416,1.2433920055627823,0.011744000017642975,1.1470719575881958,measured,1,16,0,1,short_prefill_proxy,serial,11
1.1210240125656128,0.08736000210046768,1.2269760370254517,1.23676098883152,0.01152000017464161,1.1369919776916504,measured,1,16,0,1,short_prefill_proxy,serial,12
1.1214720010757446,0.08588799834251404,1.227552056312561,1.2373486533761024,0.011168000288307667,1.1390080451965332,measured,1,16,0,1,short_prefill_proxy,serial,13
1.1219199895858765,0.08383999764919281,1.2260479927062988,1.2357323430478573,0.011935999616980553,1.139583945274353,measured,1,16,0,1,short_prefill_proxy,serial,14
1.1223360300064087,0.08383999764919281,1.2255040407180786,1.234882976859808,0.010751999914646149,1.1390399932861328,measured,1,16,0,1,short_prefill_proxy,serial,15
1.1211520433425903,0.08380799740552902,1.2262400388717651,1.2347958981990814,0.012512000277638435,1.1398080587387085,measured,1,16,0,1,short_prefill_proxy,serial,16
1.121440052986145,0.0817599967122078,1.2223999500274658,1.2321369722485542,0.011103999800980091,1.1380159854888916,measured,1,16,0,1,short_prefill_proxy,serial,17
