step,slot,copy_start_ms,copy_end_ms,compute_start_ms,compute_end_ms,buffer_reuse_wait_ms,data_ready_wait_ms
0,0,0.024000000208616257,4.514624118804932,4.540736198425293,5.194655895233154,0.003871999913826585,4.35913610458374
1,1,4.515999794006348,9.010656356811523,9.03228759765625,9.686976432800293,0.0004799999878741801,3.8111679553985596
2,0,9.012063980102539,13.50387191772461,13.526911735534668,14.173184394836426,0.0004799999878741801,3.8135359287261963
3,1,13.505279541015625,17.995647430419922,18.002527236938477,18.59859275817871,0.0004799999878741801,3.8153278827667236
