direction,q,side,policy,phase,node,end,sample,warmup,correct,requested_delay_ms,local_activation_arrival_ms,activation_ack_ms,post_activation_weight_wait_ms,subsequent_compute_cuda_ms,finite_work_complete_ms,weight_bytes,weight_work_ms,activation_event_prepare_ms,activation_copy_call_ms,activation_post_call_submit_ms,activation_completion_wait_ms,activation_host_ms,activation_cuda_ms,activation_gpu_start_ms,activation_gpu_end_ms
A-B,128,sender,bulk,zero,B,receiver,4,False,True,0,2.6081759929656982,,0.000820159912109375,1.1692479848861694,4.216273069381714,0,0,0.1810452938079834,0.06067681312561035,0.03435516357421875,0.011539936065673828,0.28761720657348633,0.08988799899816513,2.7964799404144287,2.8863680362701416
A-B,128,sender,bulk,zero,B,receiver,5,False,True,0,2.6045589447021484,,0.0007338523864746094,1.3914560079574585,4.424654006958008,0,0,0.18342995643615723,0.061537742614746094,0.03290414810180664,0.01238107681274414,0.2902529239654541,0.08963199704885483,2.795135974884033,2.884768009185791
A-B,128,sender,bulk,zero,B,receiver,6,False,True,0,2.312643051147461,,0.0007951259613037109,1.2828160524368286,4.062992095947266,0,0,0.20872211456298828,0.06443905830383301,0.032568931579589844,0.011762142181396484,0.3174922466278076,0.09334400296211243,2.528575897216797,2.621920108795166
A-B,128,sender,bulk,zero,B,receiver,7,False,True,0,2.6638031005859375,,0.0008959770202636719,1.218176007270813,4.349278211593628,0,0,0.205643892288208,0.06069588661193848,0.033028364181518555,0.019690990447998047,0.3190591335296631,0.08886399865150452,2.8778879642486572,2.966752052307129
A-B,128,sender,bulk,zero,B,receiver,8,False,True,0,2.3019139766693115,,0.0008561611175537109,1.1654720306396484,3.8961310386657715,0,0,0.18480968475341797,0.05983996391296387,0.033686161041259766,0.012206077575683594,0.2905418872833252,0.0883840024471283,2.494080066680908,2.5824639797210693
A-B,128,sender,bulk,zero,B,receiver,9,False,True,0,2.265822172164917,,0.0007748603820800781,1.2754559516906738,3.9774491786956787,0,0,0.18255376815795898,0.06034111976623535,0.03281879425048828,0.011651277542114258,0.2873649597167969,0.08767999708652496,2.455456018447876,2.54313588142395
A-B,128,sender,bulk,zero,B,receiver,10,False,True,0,2.5012869834899902,,0.0009071826934814453,1.2086080312728882,4.149749994277954,0,0,0.18007993698120117,0.06552481651306152,0.033022165298461914,0.012178897857666016,0.2908058166503906,0.09337600320577621,2.6892800331115723,2.782655954360962
A-B,128,sender,bulk,delay2,A,sender,1,False,True,2,2.838852882385254,2.6640071868896484,10.657392024993896,0.5445759892463684,16.741668701171875,201433088,15.83210802078247,0.05783796310424805,0.017647266387939453,0.07889509201049805,0.004500865936279297,0.15888118743896484,0.07574400305747986,2.9151999950408936,2.9909439086914062
A-B,128,sender,bulk,delay2,A,sender,2,False,True,2,2.779539108276367,2.5540218353271484,10.814051151275635,0.7586240172386169,16.944719791412354,201433088,15.82309103012085,0.06170034408569336,0.018521785736083984,0.016699790954589844,0.04925107955932617,0.14617300033569336,0.057760000228881836,2.859744071960449,2.917504072189331
A-B,128,sender,bulk,delay2,A,sender,3,False,True,2,2.744925022125244,2.5134310722351074,10.783008098602295,0.60726398229599,16.687602043151855,201433088,15.793849468231201,0.05750083923339844,0.017584800720214844,0.016391277313232422,0.04957914352416992,0.14105606079101562,0.056671999394893646,2.8207039833068848,2.877376079559326
A-B,128,sender,bulk,delay2,A,sender,4,False,True,2,3.2581677436828613,2.5464043617248535,10.33749532699585,0.8054720163345337,16.985305309295654,201433088,15.819809913635254,0.05727672576904297,0.018208026885986328,0.016426563262939453,0.05067014694213867,0.14258146286010742,0.05830400064587593,3.3339200019836426,3.392224073410034
A-B,128,sender,bulk,delay2,A,sender,5,False,True,2,3.0022153854370117,2.697843074798584,10.455390930175781,0.7918720245361328,16.98294496536255,201433088,15.83798885345459,0.059758663177490234,0.027935028076171875,0.017511367797851562,0.05580568313598633,0.1610107421875,0.06668800115585327,3.0808000564575195,3.1474881172180176
A-B,128,sender,bulk,delay2,A,sender,6,False,True,2,2.7853188514709473,2.8218321800231934,10.378425121307373,0.5152000188827515,16.53463125228882,201433088,15.798481464385986,0.14534330368041992,0.012262821197509766,0.011101245880126953,0.058847904205322266,0.2275552749633789,0.05516799911856651,2.9493439197540283,3.004512071609497
A-B,128,sender,bulk,delay2,A,sender,7,False,True,2,2.7876782417297363,2.621802806854248,10.58832597732544,0.5079360008239746,16.539143085479736,201433088,15.79543685913086,0.12518072128295898,0.027459144592285156,0.025074005126953125,0.03284788131713867,0.21056175231933594,0.15964800119400024,2.8301761150360107,2.989824056625366
A-B,128,sender,bulk,delay2,A,sender,8,False,True,2,2.818188190460205,2.5540504455566406,10.614950180053711,0.6142719984054565,16.63468027114868,201433088,15.79271125793457,0.04060697555541992,0.011810302734375,0.006771564483642578,0.06951189041137695,0.12870073318481445,0.05548800155520439,2.8778560161590576,2.9333438873291016
A-B,128,sender,bulk,delay2,A,sender,9,False,True,2,2.8191075325012207,2.544863224029541,10.789930820465088,0.7346879839897156,16.926894664764404,201433088,15.82465934753418,0.057927608489990234,0.017646312713623047,0.01637125015258789,0.050466060638427734,0.1424112319946289,0.057312000542879105,2.8956480026245117,2.9529600143432617
A-B,128,sender,bulk,delay2,A,sender,10,False,True,2,3.0054779052734375,2.6349611282348633,10.518009662628174,0.7911360263824463,16.98682737350464,201433088,15.843774795532227,0.05705833435058594,0.017290115356445312,0.02833700180053711,0.11489486694335938,0.21758031845092773,0.05651199817657471,3.081023931503296,3.13753604888916
A-B,128,sender,bulk,delay2,B,receiver,1,False,True,2,4.511900901794434,,0.0008368492126464844,1.5218240022659302,6.486719846725464,0,0,0.18545198440551758,0.06357979774475098,0.03677701950073242,0.016693115234375,0.302501916885376,0.0942080020904541,4.7045440673828125,4.7987518310546875
A-B,128,sender,bulk,delay2,B,receiver,2,False,True,2,4.409075975418091,,0.0008709430694580078,1.259552001953125,6.108615159988403,0,0,0.18565893173217773,0.06622886657714844,0.03394722938537598,0.011877775192260742,0.2977128028869629,0.09491200000047684,4.602208137512207,4.697120189666748
A-B,128,sender,bulk,delay2,B,receiver,3,False,True,2,4.341073989868164,,0.0009589195251464844,1.3073279857635498,6.088900327682495,0,0,0.18223929405212402,0.07414078712463379,0.03131294250488281,0.01413106918334961,0.30182409286499023,0.1008640006184578,4.530911922454834,4.631775856018066
A-B,128,sender,bulk,delay2,B,receiver,4,False,True,2,4.845070123672485,,0.0009031295776367188,1.2723840475082397,6.561897039413452,0,0,0.18036484718322754,0.05970025062561035,0.0340878963470459,0.01149296760559082,0.2856459617614746,0.08806400001049042,5.033120155334473,5.1211838722229
A-B,128,sender,bulk,delay2,B,receiver,5,False,True,2,4.6879918575286865,,0.0006699562072753906,1.2631679773330688,6.4312920570373535,0,0,0.23256993293762207,0.062415122985839844,0.03304004669189453,0.012866020202636719,0.34089112281799316,0.09107200056314468,4.928319931030273,5.019392013549805
A-B,128,sender,bulk,delay2,B,receiver,6,False,True,2,4.514053106307983,,0.0008981227874755859,1.2318719625473022,6.211350917816162,0,0,0.20021891593933105,0.06604313850402832,0.034255027770996094,0.014334917068481445,0.3148519992828369,0.09484799951314926,4.7221760749816895,4.817024230957031
A-B,128,sender,bulk,delay2,B,receiver,7,False,True,2,4.422439813613892,,0.0007989406585693359,1.2564799785614014,6.125854969024658,0,0,0.19631600379943848,0.07044816017150879,0.03338003158569336,0.012197017669677734,0.31234121322631836,0.10220800340175629,4.6263041496276855,4.728511810302734
A-B,128,sender,bulk,delay2,B,receiver,8,False,True,2,4.412437200546265,,0.0008611679077148438,1.1692479848861694,6.037125110626221,0,0,0.19464993476867676,0.06292581558227539,0.034397125244140625,0.013419151306152344,0.3053920269012451,0.09139200299978256,4.6150078773498535,4.706399917602539
A-B,128,sender,bulk,delay2,B,receiver,9,False,True,2,4.416054010391235,,0.0007739067077636719,1.195904016494751,6.051488161087036,0,0,0.19305205345153809,0.06075906753540039,0.03341317176818848,0.012068033218383789,0.29929232597351074,0.08899199962615967,4.616352081298828,4.705344200134277
A-B,128,sender,bulk,delay2,B,receiver,10,False,True,2,4.6834211349487305,,0.0007789134979248047,1.2514560222625732,6.370566129684448,0,0,0.18675708770751953,0.0636739730834961,0.03307676315307617,0.012504339218139648,0.29601216316223145,0.09158399701118469,4.87775993347168,4.969344139099121
A-B,128,sender,bulk,jitter,A,sender,1,False,True,6.203506848350279,7.169347286224365,2.6084327697753906,6.381214141845703,0.7693120241165161,16.964005947113037,201433088,15.834975242614746,0.0582737922668457,0.017792224884033203,0.016676902770996094,0.05031108856201172,0.14305400848388672,0.058240000158548355,7.245759963989258,7.303999900817871
A-B,128,sender,bulk,jitter,A,sender,2,False,True,2.9251232845707564,3.7100071907043457,2.7556538581848145,9.650660514831543,0.5156159996986389,16.664546966552734,201433088,15.793390274047852,0.058083534240722656,0.017680644989013672,0.016541004180908203,0.04951906204223633,0.14182424545288086,0.05708799883723259,3.7865281105041504,3.843616008758545
A-B,128,sender,bulk,jitter,A,sender,3,False,True,1.174070877535808,1.9884982109069824,2.5269250869750977,11.463374614715576,0.48764801025390625,16.49902057647705,201433088,15.791766166687012,0.040205955505371094,0.012150764465332031,0.006906986236572266,0.06329488754272461,0.12255859375,0.055296000093221664,2.047935962677002,2.103231906890869
A-B,128,sender,bulk,jitter,A,sender,4,False,True,0.1437955035790388,0.9421329498291016,2.481783390045166,12.576836585998535,0.49939200282096863,16.53608512878418,201433088,15.799505710601807,0.03632164001464844,0.011716365814208984,0.006545066833496094,0.06380605697631836,0.11838912963867188,0.05484800040721893,0.9971839785575867,1.0520319938659668
A-B,128,sender,bulk,jitter,A,sender,5,False,True,0.6676305193654706,1.4478330612182617,2.527885913848877,12.077704906463623,0.5568959712982178,16.642820835113525,201433088,15.806150913238525,0.042294979095458984,0.01293802261352539,0.006735801696777344,0.06236124038696289,0.12433004379272461,0.055615998804569244,1.5099200010299683,1.5655360221862793
A-B,128,sender,bulk,jitter,A,sender,6,False,True,0.99269036895266,1.813230037689209,3.058746337890625,11.122942924499512,0.51801598072052,16.54588508605957,201433088,15.799001216888428,0.04021406173706055,0.011920928955078125,0.0069103240966796875,0.06330490112304688,0.12235021591186523,0.05478399991989136,1.8723200559616089,1.9271039962768555
A-B,128,sender,bulk,jitter,A,sender,7,False,True,4.263186263736543,5.064448833465576,2.5355348587036133,8.375471115112305,0.5077120065689087,16.51902198791504,201433088,15.790611267089844,0.03874397277832031,0.011868953704833984,0.006631374359130859,0.06415271759033203,0.12139701843261719,0.05552000179886818,5.122015953063965,5.1775360107421875
A-B,128,sender,bulk,jitter,A,sender,8,False,True,2.9108678943670094,3.7573623657226562,2.5006675720214844,9.742208480834961,0.5137919783592224,16.54713201522827,201433088,15.798276424407959,0.04009389877319336,0.011709213256835938,0.007258415222167969,0.06394338607788086,0.12300491333007812,0.05584000051021576,3.8161919116973877,3.8720319271087646
A-B,128,sender,bulk,jitter,A,sender,9,False,True,6.457192678187277,7.275816917419434,2.5196447372436523,6.201569557189941,0.5043200254440308,16.533920288085938,201433088,15.796974182128906,0.03998422622680664,0.011739730834960938,0.007144927978515625,0.06302833557128906,0.12189722061157227,0.05484800040721893,7.33462381362915,7.389472007751465
A-B,128,sender,bulk,jitter,A,sender,10,False,True,7.555384762607687,8.363358497619629,2.4987196922302246,5.126646995544434,0.5017600059509277,16.52312183380127,201433088,15.79100751876831,0.040166378021240234,0.011778831481933594,0.007128238677978516,0.06381988525390625,0.1228933334350586,0.055424001067876816,8.422623634338379,8.478048324584961
A-B,128,sender,bulk,jitter,B,receiver,1,False,True,6.203506848350279,8.796091079711914,,0.0006999969482421875,1.2066880464553833,10.452187061309814,0,0,0.1982128620147705,0.06263232231140137,0.031830787658691406,0.014472007751464844,0.3071479797363281,0.08937600255012512,9.00271987915039,9.092096328735352
A-B,128,sender,bulk,jitter,B,receiver,2,False,True,2.9251232845707564,5.2949278354644775,,0.0008747577667236328,1.2363840341567993,7.230534791946411,0,0,0.4048779010772705,0.06449723243713379,0.04137873649597168,0.012292146682739258,0.5230460166931152,0.10281600058078766,5.703360080718994,5.80617618560791
A-B,128,sender,bulk,jitter,B,receiver,3,False,True,1.174070877535808,3.5181689262390137,,0.0008511543273925781,1.1782399415969849,5.157148122787476,0,0,0.21022582054138184,0.05888819694519043,0.03462982177734375,0.013811111450195312,0.31755495071411133,0.08755200356245041,3.7365760803222656,3.8241279125213623
A-B,128,sender,bulk,jitter,B,receiver,4,False,True,0.1437955035790388,2.474766969680786,,0.0006659030914306641,1.159168004989624,4.047853946685791,0,0,0.1792161464691162,0.057692766189575195,0.031676292419433594,0.011052846908569336,0.27963805198669434,0.08499199897050858,2.661184072494507,2.74617600440979
A-B,128,sender,bulk,jitter,B,receiver,5,False,True,0.6676305193654706,3.014955997467041,,0.0008158683776855469,1.1625920534133911,4.62929892539978,0,0,0.1829390525817871,0.05828285217285156,0.032894134521484375,0.012561798095703125,0.28667783737182617,0.0862400010228157,3.2048959732055664,3.2911360263824463
A-B,128,sender,bulk,jitter,B,receiver,6,False,True,0.99269036895266,3.4504430294036865,,0.0009520053863525391,1.276576042175293,5.658746004104614,0,0,0.3067150115966797,0.12440872192382812,0.23215794563293457,0.017544031143188477,0.6808257102966309,0.328575998544693,3.7619199752807617,4.090496063232422
A-B,128,sender,bulk,jitter,B,receiver,7,False,True,4.263186263736543,6.601454019546509,,0.0007028579711914062,1.1903680562973022,8.25765585899353,0,0,0.2022850513458252,0.0677800178527832,0.03422689437866211,0.013124942779541016,0.3174169063568115,0.09612800180912018,6.811520099639893,6.907648086547852
A-B,128,sender,bulk,jitter,B,receiver,8,False,True,2.9108678943670094,5.304487943649292,,0.0007977485656738281,1.2128640413284302,6.9415059089660645,0,0,0.18041300773620605,0.05792689323425293,0.03203988075256348,0.012072086334228516,0.282451868057251,0.08550400286912918,5.492159843444824,5.577663898468018
A-B,128,sender,bulk,jitter,B,receiver,9,False,True,6.457192678187277,8.843987941741943,,0.0007870197296142578,1.168511986732483,10.466314792633057,0,0,0.19301795959472656,0.06163501739501953,0.03428292274475098,0.012259960174560547,0.3011958599090576,0.09110400080680847,9.043871879577637,9.134976387023926
A-B,128,sender,bulk,jitter,B,receiver,10,False,True,7.555384762607687,9.932561874389648,,0.0006918907165527344,1.1644799709320068,11.528225183486938,0,0,0.18111896514892578,0.05832505226135254,0.03334379196166992,0.012695074081420898,0.28548288345336914,0.08659200370311737,10.120991706848145,10.207584381103516
A-B,128,sender,chunk,zero,A,sender,1,False,True,0,0.7432308197021484,2.513576030731201,13.674287796020508,0.5263680219650269,17.494494915008545,201433088,16.724280834197998,0.03608560562133789,0.011163711547851562,0.0066661834716796875,0.06404304504394531,0.11795854568481445,0.05478399991989136,0.7979840040206909,0.8527680039405823
A-B,128,sender,chunk,zero,A,sender,2,False,True,0,0.7296199798583984,2.517739772796631,13.91521406173706,0.5155519843101501,17.7112078666687,201433088,16.812840938568115,0.036992549896240234,0.01126718521118164,0.0068206787109375,0.06446695327758789,0.11954736709594727,0.055296000093221664,0.7854400277137756,0.8407359719276428
A-B,128,sender,chunk,zero,A,sender,3,False,True,0,0.7040920257568359,2.5572152137756348,13.780984878540039,0.7865599989891052,17.8658390045166,201433088,16.746085166931152,0.059975624084472656,0.017360210418701172,0.016637802124023438,0.05084419250488281,0.14481782913208008,0.0575999990105629,0.7825919985771179,0.8401920199394226
A-B,128,sender,chunk,zero,A,sender,4,False,True,0,0.7005562782287598,2.462977886199951,13.854886054992676,0.7791039943695068,17.83427906036377,201433088,16.704380989074707,0.03709745407104492,0.011398792266845703,0.006662845611572266,0.0641632080078125,0.11932229995727539,0.05510399863123894,0.7564160227775574,0.811519980430603
A-B,128,sender,chunk,zero,A,sender,5,False,True,0,0.7263450622558594,2.528079032897949,13.99246883392334,0.8335999846458435,18.118348121643066,201433088,16.94836711883545,0.05975675582885742,0.018629074096679688,0.016424179077148438,0.05044984817504883,0.14525985717773438,0.0586559996008873,0.8080639839172363,0.8667200207710266
A-B,128,sender,chunk,zero,A,sender,6,False,True,0,0.7033729553222656,2.5078020095825195,13.759233951568604,0.5030720233917236,17.507368087768555,201433088,16.759716510772705,0.038521766662597656,0.011820316314697266,0.006540775299072266,0.06392812728881836,0.12081098556518555,0.054687999188899994,0.7610560059547424,0.8157439827919006
A-B,128,sender,chunk,zero,A,sender,7,False,True,0,0.7271742820739746,2.5091400146484375,13.761019706726074,0.502560019493103,17.53486394882202,201433088,16.799282550811768,0.038492679595947266,0.01213836669921875,0.006566047668457031,0.06397724151611328,0.12117433547973633,0.05523199960589409,0.7848640084266663,0.8400959968566895
A-B,128,sender,chunk,zero,A,sender,8,False,True,0,0.7155675888061523,2.5164437294006348,13.788949012756348,0.48924800753593445,17.543840885162354,201433088,16.80884599685669,0.03748798370361328,0.011513233184814453,0.006666660308837891,0.06406021118164062,0.11972808837890625,0.05503999814391136,0.7719039916992188,0.8269439935684204
A-B,128,sender,chunk,zero,A,sender,9,False,True,0,0.7968940734863281,2.4890403747558594,13.710602760314941,0.5067520141601562,17.537071704864502,201433088,16.790404319763184,0.037516117095947266,0.01174163818359375,0.006424903869628906,0.04704713821411133,0.10272979736328125,0.043327998369932175,0.8533759713172913,0.8967040181159973
A-B,128,sender,chunk,zero,A,sender,10,False,True,0,0.7175788879394531,2.5017175674438477,13.707942008972168,0.5209280252456665,17.481594562530518,201433088,16.73722505569458,0.037943363189697266,0.011786460876464844,0.0069103240966796875,0.06422281265258789,0.12086296081542969,0.055424001067876816,0.7746559977531433,0.830079972743988
A-B,128,sender,chunk,zero,B,receiver,1,False,True,0,2.276801109313965,,0.0008549690246582031,1.406816005706787,4.155739068984985,0,0,0.1884768009185791,0.07032203674316406,0.03377223014831543,0.01460576057434082,0.3071768283843994,0.09878399968147278,2.472480058670044,2.5712640285491943
A-B,128,sender,chunk,zero,B,receiver,2,False,True,0,2.2517900466918945,,0.0007641315460205078,1.179360032081604,3.869776964187622,0,0,0.19230866432189941,0.05962419509887695,0.0332798957824707,0.010937929153442383,0.29615068435668945,0.0875839963555336,2.4519999027252197,2.539583921432495
A-B,128,sender,chunk,zero,B,receiver,3,False,True,0,2.294312000274658,,0.0007328987121582031,1.1714880466461182,3.904118061065674,0,0,0.18861699104309082,0.060233116149902344,0.03294873237609863,0.012203216552734375,0.29400205612182617,0.08745600283145905,2.4902400970458984,2.5776960849761963
A-B,128,sender,chunk,zero,B,receiver,4,False,True,0,2.2439119815826416,,0.0007839202880859375,1.1824640035629272,3.8608450889587402,0,0,0.18154406547546387,0.06097292900085449,0.03159904479980469,0.012325048446655273,0.2864410877227783,0.08761599659919739,2.432543992996216,2.520159959793091
A-B,128,sender,chunk,zero,B,receiver,5,False,True,0,2.3015050888061523,,0.0007088184356689453,1.264415979385376,4.0012688636779785,0,0,0.18250107765197754,0.06147193908691406,0.033659934997558594,0.018524169921875,0.2961571216583252,0.09004800021648407,2.4919040203094482,2.5819520950317383
A-B,128,sender,chunk,zero,B,receiver,6,False,True,0,2.2689619064331055,,0.0009150505065917969,1.3008639812469482,4.004946708679199,0,0,0.18468093872070312,0.06159186363220215,0.033332109451293945,0.011580944061279297,0.2911858558654785,0.09017600119113922,2.4602560997009277,2.550431966781616
A-B,128,sender,chunk,zero,B,receiver,7,False,True,0,2.2667269706726074,,0.0007300376892089844,1.1826560497283936,3.8769309520721436,0,0,0.18049311637878418,0.06830692291259766,0.03220391273498535,0.011813163757324219,0.2928171157836914,0.09548799693584442,2.4557440280914307,2.551232099533081
A-B,128,sender,chunk,zero,B,receiver,8,False,True,0,2.280413866043091,,0.0007770061492919922,1.1824640035629272,3.913159132003784,0,0,0.19371294975280762,0.06479096412658691,0.03239297866821289,0.012485980987548828,0.30338287353515625,0.09257599711418152,2.4815359115600586,2.5741119384765625
A-B,128,sender,chunk,zero,B,receiver,9,False,True,0,2.2864232063293457,,0.0008740425109863281,1.293727993965149,4.013916969299316,0,0,0.18724608421325684,0.06366395950317383,0.03241109848022461,0.01166987419128418,0.29499101638793945,0.0910400003194809,2.4813759326934814,2.572416067123413
A-B,128,sender,chunk,zero,B,receiver,10,False,True,0,2.256070852279663,,0.0008370876312255859,1.2957760095596313,3.9940547943115234,0,0,0.1941509246826172,0.06153106689453125,0.03404712677001953,0.011621952056884766,0.30135107040405273,0.08963199704885483,2.4573121070861816,2.5469439029693604
A-B,128,sender,chunk,delay2,A,sender,1,False,True,2,2.8532238006591797,2.550102710723877,11.696979999542236,0.7894719839096069,17.925722122192383,201433088,16.75761842727661,0.05782365798950195,0.017518997192382812,0.02100229263305664,0.045042991638183594,0.141387939453125,0.05628800019621849,2.9296000003814697,2.9858880043029785
A-B,128,sender,chunk,delay2,A,sender,2,False,True,2,2.8446621894836426,2.541440963745117,11.764973640441895,0.5652480125427246,17.748430252075195,201433088,16.844792366027832,0.05741453170776367,0.017725467681884766,0.016544342041015625,0.04972982406616211,0.14141416549682617,0.05721599981188774,2.9208641052246094,2.9780800342559814
A-B,128,sender,chunk,delay2,A,sender,3,False,True,2,2.7445263862609863,2.5430731773376465,11.701050281524658,0.7310720086097717,17.756492614746094,201433088,16.65938711166382,0.059427738189697266,0.01860332489013672,0.01655864715576172,0.05027008056640625,0.14485979080200195,0.0586559996008873,2.8228800296783447,2.8815360069274902
A-B,128,sender,chunk,delay2,A,sender,4,False,True,2,2.8133978843688965,2.5463509559631348,11.898614883422852,0.7784000039100647,18.072412967681885,201433088,16.915646076202393,0.058037757873535156,0.018157005310058594,0.016454219818115234,0.04975557327270508,0.14240455627441406,0.057151999324560165,2.890399932861328,2.947551965713501
A-B,128,sender,chunk,delay2,A,sender,5,False,True,2,2.7826972007751465,2.558716297149658,11.990061283111572,0.8801599740982056,18.248051166534424,201433088,17.01174831390381,0.0507659912109375,0.01455545425415039,0.016051769256591797,0.052091121673583984,0.13346433639526367,0.05567999929189682,2.8537280559539795,2.9094080924987793
A-B,128,sender,chunk,delay2,A,sender,6,False,True,2,2.8115439414978027,2.5043468475341797,11.619266033172607,0.6127039790153503,17.58028507232666,201433088,16.734572887420654,0.04004669189453125,0.011861801147460938,0.007361888885498047,0.06368017196655273,0.12295055389404297,0.055776000022888184,2.8711040019989014,2.9268798828125
A-B,128,sender,chunk,delay2,A,sender,7,False,True,2,2.706707000732422,2.514698028564453,11.935119152069092,0.48716801404953003,17.679193019866943,201433088,16.805737018585205,0.04006052017211914,0.01184225082397461,0.007190704345703125,0.06375265121459961,0.12284612655639648,0.05539200082421303,2.7661759853363037,2.821568012237549
A-B,128,sender,chunk,delay2,A,sender,8,False,True,2,2.7496891021728516,2.593940258026123,11.858252048492432,0.7747520208358765,18.024025917053223,201433088,16.858840942382812,0.058222293853759766,0.01786327362060547,0.016056060791015625,0.05006694793701172,0.14220857620239258,0.057023998349905014,2.8267199993133545,2.88374400138855
A-B,128,sender,chunk,delay2,A,sender,9,False,True,2,2.7568607330322266,2.557255744934082,11.656388282775879,0.6567040085792542,17.664016246795654,201433088,16.717878818511963,0.09371805191040039,0.017665386199951172,0.016716957092285156,0.0495448112487793,0.17764520645141602,0.05708799883723259,2.869312047958374,2.9263999462127686
A-B,128,sender,chunk,delay2,A,sender,10,False,True,2,2.8160181045532227,2.54044771194458,11.827306747436523,0.7747200131416321,17.994988441467285,201433088,16.84421396255493,0.05849885940551758,0.018262863159179688,0.016484737396240234,0.050856590270996094,0.1441030502319336,0.05878400057554245,2.8930881023406982,2.9518721103668213
A-B,128,sender,chunk,delay2,B,receiver,1,False,True,2,4.4152350425720215,,0.0008862018585205078,1.176192045211792,6.026328086853027,0,0,0.18587112426757812,0.06292486190795898,0.033000946044921875,0.013419389724731445,0.29521632194519043,0.0907839983701706,4.6090240478515625,4.699808120727539
A-B,128,sender,chunk,delay2,B,receiver,2,False,True,2,4.4221837520599365,,0.0008492469787597656,1.3872319459915161,6.277454853057861,0,0,0.19841909408569336,0.06791496276855469,0.035843849182128906,0.014187097549438477,0.31636500358581543,0.09638399630784988,4.629536151885986,4.7259202003479
A-B,128,sender,chunk,delay2,B,receiver,3,False,True,2,4.358174800872803,,0.0007717609405517578,1.3117120265960693,6.1243369579315186,0,0,0.19388198852539062,0.06557917594909668,0.036337852478027344,0.012827873229980469,0.3086268901824951,0.09455999732017517,4.559936046600342,4.654496192932129
A-B,128,sender,chunk,delay2,B,receiver,4,False,True,2,4.413288116455078,,0.007492780685424805,1.344383955001831,6.197767972946167,0,0,0.18194985389709473,0.0619511604309082,0.032019853591918945,0.012452125549316406,0.2883729934692383,0.08908800035715103,4.602752208709717,4.691840171813965
A-B,128,sender,chunk,delay2,B,receiver,5,False,True,2,4.38706111907959,,0.0006759166717529297,1.2357759475708008,6.068422079086304,0,0,0.194533109664917,0.06300091743469238,0.03285503387451172,0.012315034866333008,0.3027040958404541,0.09071999788284302,4.589600086212158,4.680319786071777
A-B,128,sender,chunk,delay2,B,receiver,6,False,True,2,4.370833158493042,,0.0008420944213867188,1.2661759853363037,6.070228099822998,0,0,0.18097686767578125,0.05948591232299805,0.03308701515197754,0.012550115585327148,0.286099910736084,0.08806400001049042,4.559999942779541,4.648064136505127
A-B,128,sender,chunk,delay2,B,receiver,7,False,True,2,4.257504940032959,,0.0010199546813964844,1.23363196849823,5.928997993469238,0,0,0.18334031105041504,0.06061887741088867,0.03324294090270996,0.013229131698608398,0.29043126106262207,0.08899199962615967,4.456607818603516,4.545599937438965
A-B,128,sender,chunk,delay2,B,receiver,8,False,True,2,4.4025068283081055,,0.0008029937744140625,1.1756800413131714,6.042484760284424,0,0,0.19525384902954102,0.06242084503173828,0.03572511672973633,0.012705087661743164,0.3061048984527588,0.09225600212812424,4.6057281494140625,4.697984218597412
A-B,128,sender,chunk,delay2,B,receiver,9,False,True,2,4.382205009460449,,0.0008759498596191406,1.2552640438079834,6.0800580978393555,0,0,0.19406890869140625,0.06088089942932129,0.033833980560302734,0.012694120407104492,0.30147790908813477,0.08915200084447861,4.584320068359375,4.673471927642822
A-B,128,sender,chunk,delay2,B,receiver,10,False,True,2,4.420053243637085,,0.0007679462432861328,1.2341760396957397,6.0861241817474365,0,0,0.18135905265808105,0.0627298355102539,0.0330042839050293,0.011950969696044922,0.2890441417694092,0.09107200056314468,4.609248161315918,4.700319766998291
A-B,128,sender,chunk,jitter,A,sender,1,False,True,0.3713982494625201,1.2033295631408691,2.515470027923584,13.521283149719238,0.7363520264625549,18.013203144073486,201433088,16.919791221618652,0.040204524993896484,0.011889457702636719,0.007174968719482422,0.06477880477905273,0.12404775619506836,0.056384000927209854,1.2625919580459595,1.3189760446548462
A-B,128,sender,chunk,jitter,A,sender,2,False,True,3.2597728498243894,4.073832035064697,2.5114951133728027,10.458421230316162,0.5309119820594788,17.608148097991943,201433088,16.72506284713745,0.05778789520263672,0.01748800277709961,0.016562461853027344,0.04975318908691406,0.14159154891967773,0.05718399956822395,4.149824142456055,4.207007884979248
A-B,128,sender,chunk,jitter,A,sender,3,False,True,0.3952717673132069,1.1773443222045898,2.4720325469970703,13.536118030548096,0.7089599967002869,17.93293285369873,201433088,16.887624263763428,0.0377202033996582,0.011798858642578125,0.007063388824462891,0.06420373916625977,0.12078619003295898,0.055424001067876816,1.2344000339508057,1.2898240089416504
A-B,128,sender,chunk,jitter,A,sender,4,False,True,5.896852771965226,6.748841762542725,2.5299911499023438,8.143115520477295,0.6310719847679138,18.089252471923828,201433088,17.08209466934204,0.05741119384765625,0.02765178680419922,0.02118968963623047,0.008068084716796875,0.11432075500488281,0.04864000156521797,6.812575817108154,6.861216068267822
A-B,128,sender,chunk,jitter,A,sender,5,False,True,7.0863562187107085,7.940403461456299,2.5117058753967285,6.463459491729736,0.4944640100002289,17.44180727005005,201433088,16.709941864013672,0.03903675079345703,0.012235164642333984,0.00727081298828125,0.06236886978149414,0.1209115982055664,0.05459199845790863,7.9983038902282715,8.052895545959473
