direction,q,side,policy,phase,n,activation_p50_ms,activation_p95_ms,sender_finite_work_complete_ms,sender_post_activation_weight_wait_ms,sender_weight_work_ms,sender_subsequent_compute_cuda_ms,sender_local_activation_arrival_ms,sender_activation_event_prepare_ms,sender_activation_copy_call_ms,sender_activation_post_call_submit_ms,sender_activation_completion_wait_ms,sender_activation_cuda_ms,sender_weight_bytes,sender_weight_GBps,receiver_finite_work_complete_ms,receiver_post_activation_weight_wait_ms,receiver_weight_work_ms,receiver_subsequent_compute_cuda_ms,receiver_local_activation_arrival_ms,receiver_activation_event_prepare_ms,receiver_activation_copy_call_ms,receiver_activation_post_call_submit_ms,receiver_activation_completion_wait_ms,receiver_activation_cuda_ms,receiver_weight_bytes,receiver_weight_GBps,activation_ratio_vs_bulk,sender_finite_work_ratio_vs_bulk,sender_weight_bandwidth_ratio_vs_bulk,receiver_finite_work_ratio_vs_bulk,receiver_weight_bandwidth_ratio_vs_bulk
A-B,1,sender,priority,zero,10,0.8991961479187012,1.2470052003860472,17.851122856140137,15.65192174911499,16.86749029159546,0.43398401141166687,0.6999533176422119,0.03753852844238281,0.012706518173217773,0.006815433502197266,0.027821779251098633,0.020608000457286835,201433088,11.942262035867591,2.047202944755554,0.0007290840148925781,0.0,1.0051360130310059,0.5797134637832642,0.1980525255203247,0.05968832969665527,0.033735036849975586,0.011273980140686035,0.0886240005493164,0,,0.8935305014405699,1.0864760074120576,0.9357805696033942,0.9354966337623909,
A-B,1,sender,priority,delay2,10,0.9918010234832764,1.0414908885955811,17.39124608039856,13.140132665634155,16.712201833724976,0.440528005361557,2.8200771808624268,0.04054093360900879,0.011960744857788086,0.007251739501953125,0.027768611907958984,0.020560000091791153,201433088,12.053055680233037,4.220146059989929,0.0007381439208984375,0.0,1.008847951889038,2.7732534408569336,0.19252550601959229,0.05919992923736572,0.03489351272583008,0.011368870735168457,0.0886240005493164,0,,0.9455323592332667,1.0484858137952027,0.9447849932910057,0.9726678504986684,
A-B,1,sender,priority,jitter,10,1.0575499534606934,1.2405200958251952,17.64142155647278,12.048285722732544,16.75110650062561,0.44815999269485474,4.0397984981536865,0.04015636444091797,0.014841794967651367,0.008657455444335938,0.0262296199798584,0.023120000027120113,201433088,12.0250694814963,5.497714042663574,0.000750422477722168,0.0,1.024672031402588,4.015880107879639,0.1905968189239502,0.06151461601257324,0.034827232360839844,0.011607885360717773,0.0918239988386631,0,,1.0343652299958235,1.0731021366155515,0.9420221497876651,0.8272126463094079,
A-B,1,receiver,bulk,zero,10,8.6176438331604,8.734512305259704,10.172814130783081,0.0008754730224609375,0.0,1.0589120388031006,0.38846540451049805,0.1795639991760254,0.056304931640625,0.03381514549255371,0.011102676391601562,0.08483200147747993,0,,9.141515374183655,0.11380290985107422,8.445660591125488,0.40486399829387665,0.8229764699935913,0.039087533950805664,0.014814972877502441,0.01361691951751709,7.679275393486023,0.0015040000434964895,201433088,23.850483447559903,1.0,1.0,,1.0,1.0
A-B,1,receiver,bulk,delay2,10,6.434004306793213,6.560316443443298,10.17221736907959,0.0008652210235595703,0.0,1.0561280250549316,2.512537956237793,0.19281291961669922,0.056997060775756836,0.03509116172790527,0.01110219955444336,0.08671999722719193,0,,9.157175064086914,0.12379896640777588,8.451295495033264,0.38766399025917053,3.063848614692688,0.03840005397796631,0.011805057525634766,0.006742119789123535,5.453914046287537,0.0014720000326633453,201433088,23.834591653123837,1.0,1.0,,1.0,1.0
A-B,1,receiver,bulk,jitter,10,4.495018005371094,8.108852505683899,10.190547227859497,0.0008552074432373047,0.0,1.0686560273170471,4.488250017166138,0.20136165618896484,0.05907130241394043,0.03414630889892578,0.011644124984741211,0.08828800171613693,0,,9.176559567451477,0.11063694953918457,8.458389043807983,0.40996798872947693,4.987258553504944,0.03879392147064209,0.012254476547241211,0.006792664527893066,3.51008939743042,0.0015040000434964895,201433088,23.814609264593827,1.0,1.0,,1.0,1.0
A-B,1,receiver,chunk,zero,10,0.9890501499176025,1.2795041561126705,2.6591317653656006,0.0008668899536132812,0.0,1.0829600095748901,0.4181845188140869,0.18723058700561523,0.05856728553771973,0.033616065979003906,0.011600017547607422,0.0870559997856617,0,,9.984027981758118,8.458478450775146,9.330763101577759,0.41631999611854553,0.8623344898223877,0.038483381271362305,0.012450575828552246,0.007548093795776367,0.10832655429840088,0.0033599999151192605,201433088,21.588064617166772,0.11477036752340253,0.2613958862493152,,1.09216334197214,0.9051415944935659
A-B,1,receiver,chunk,delay2,10,1.2061123847961426,1.3953555345535276,5.048491477966309,0.0008604526519775391,0.0,1.090656042098999,2.568344831466675,0.1939084529876709,0.05927133560180664,0.03509974479675293,0.011138439178466797,0.09003200009465218,0,,10.030804514884949,6.208856701850891,9.375572085380554,0.4163359999656677,3.061738967895508,0.03882038593292236,0.012212514877319336,0.0068045854568481445,0.22053194046020508,0.0015999999595806003,201433088,21.4849470730114,0.18745905773216429,0.49630196591277814,,1.095403816644751,0.9014187188810309
A-B,1,receiver,chunk,jitter,10,1.152282476425171,1.484922194480896,8.414396524429321,0.0008633136749267578,0.0,1.051743984222412,6.088390350341797,0.19852209091186523,0.06431078910827637,0.03467249870300293,0.01206064224243164,0.09409600123763084,0,,10.104870438575745,2.7370388507843018,9.42734694480896,0.4062879979610443,6.614091515541077,0.03932344913482666,0.012998104095458984,0.007018566131591797,0.17836463451385498,0.018912000581622124,201433088,21.366953084789067,0.25634657637595876,0.8257060525096793,,1.101161101205828,0.8972203930532763
A-B,1,receiver,window2,zero,10,1.0486197471618652,1.4855695247650142,2.690326690673828,0.0008602142333984375,0.0,1.0530080199241638,0.4520244598388672,0.17899489402770996,0.05626344680786133,0.03378939628601074,0.011543989181518555,0.08425600081682205,0,,9.538983583450317,7.934025526046753,8.846656918525696,0.42239999771118164,0.868802547454834,0.04979443550109863,0.013957381248474121,0.011232972145080566,0.14871537685394287,0.09356800280511379,201433088,22.7694445190187,0.12168288310162137,0.2644623853426026,,1.0434794662588593,0.9546743389534185
A-B,1,receiver,window2,delay2,10,1.009277105331421,2.5330129623413087,4.821292161941528,0.0008697509765625,0.0,1.124608039855957,2.551396369934082,0.20264053344726562,0.07279419898986816,0.035805702209472656,0.011923074722290039,0.10336000099778175,0,,9.494913578033447,5.753273606300354,8.843846082687378,0.4132159948348999,3.081732392311096,0.06730043888092041,0.013311386108398438,0.011408448219299316,0.010257720947265625,0.03084800112992525,201433088,22.77664029112811,0.15686609103848378,0.4739666866141469,,1.0368823913033063,0.955612775859868
A-B,1,receiver,window2,jitter,10,1.4531254768371582,2.2117819070816034,6.813684463500977,0.0008769035339355469,0.0,1.0848159790039062,4.203514814376831,0.19867634773254395,0.057863712310791016,0.033807992935180664,0.011275053024291992,0.08727999776601791,0,,9.450788021087646,3.9779934883117676,8.816859483718872,0.40214399993419647,4.761213660240173,0.038704514503479004,0.012002944946289062,0.006842494010925293,0.4565964937210083,0.0014880000380799174,201433088,22.846358549631347,0.32327467322729736,0.6686279265625048,,1.0298835801827992,0.9593421540448275
A-B,1,receiver,priority,zero,10,0.8977282047271729,0.9547934770584107,2.519534111022949,0.0008707046508789062,0.0,1.0500800013542175,0.4491078853607178,0.1762831211090088,0.056078433990478516,0.0327610969543457,0.011117219924926758,0.08366400003433228,0,,10.149365067481995,8.689275026321411,9.467154026031494,0.40879999101161957,0.890344500541687,0.037816524505615234,0.012363433837890625,0.006846904754638672,0.01257014274597168,0.018848000094294548,201433088,21.277063040709415,0.1041732777668004,0.2476732670656788,,1.110249740009691,0.8921019604273989
A-B,1,receiver,priority,delay2,10,1.1199970245361328,1.1805041074752807,4.924844980239868,0.000885009765625,0.0,1.0728639960289001,2.5754313468933105,0.1913442611694336,0.05670595169067383,0.03442978858947754,0.010902881622314453,0.08616000041365623,0,,10.147018313407898,6.327170014381409,9.436181545257568,0.3961919993162155,3.0535669326782227,0.03750932216644287,0.012331843376159668,0.006824493408203125,0.13538849353790283,0.0015999999595806003,201433088,21.346886493511292,0.17407464638368467,0.4841466517624644,,1.1080948264495896,0.895626273115256
A-B,1,receiver,priority,jitter,10,1.0025887489318848,1.1857699155807493,7.5140392780303955,0.0008878707885742188,0.0,1.0479519963264465,5.333109617233276,0.20295333862304688,0.057732343673706055,0.03451132774353027,0.011128902435302734,0.08688000217080116,0,,10.047110438346863,3.635158061981201,9.422407507896423,0.40432000160217285,5.853970527648926,0.03760349750518799,0.012233614921569824,0.0068160295486450195,0.06228899955749512,0.0016639999812468886,201433088,21.3780913050333,0.2230444344680916,0.7373538545101963,,1.0948668032388915,0.8976880984067626
A-B,1,both,bulk,zero,10,8.563830614089966,8.621011233329773,16.603550672531128,7.1218180656433105,15.791785478591919,0.4397759884595871,0.42743396759033203,0.03693270683288574,0.011771440505981445,0.0067882537841796875,0.03200697898864746,0.020479999482631683,201433088,12.75556221447345,9.201306819915771,0.1075894832611084,8.458363890647888,0.41572800278663635,0.635787844657898,0.057772040367126465,0.0182340145111084,0.01683354377746582,7.878208160400391,0.0014880000380799174,201433088,23.814670973474804,1.0,1.0,1.0,1.0,1.0
