run,direction,case,model,batch,q,hidden,mode,bytes,n,correct,sender_setup_ms,receiver_setup_ms,first_transfer_e2e_ms,sender_background_alone_cuda_p50_ms,receiver_background_alone_cuda_p50_ms,e2e_ack_ms_p50,e2e_ack_ms_p95,d2h_cuda_ms_p50,d2h_cuda_ms_p95,d2h_host_ms_p50,d2h_host_ms_p95,h2d_cuda_ms_p50,h2d_cuda_ms_p95,h2d_host_ms_p50,h2d_host_ms_p95,network_host_ack_residual_ms_p50,network_host_ack_residual_ms_p95,sender_background_jobs,receiver_background_jobs,sender_background_slowdown,receiver_background_slowdown,samples_with_d2h_gpu_overlap,samples_with_h2d_gpu_overlap,e2e_slowdown_vs_gpu,d2h_slowdown_vs_gpu,h2d_slowdown_vs_gpu
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,2,opt-125m,1,1,768,gpu_h2d,1536,20,True,145.89421272277832,157.77204751968384,0.46225810050964355,0.6014240086078644,1.1200799942016602,1.3331116437911987,1.4227800488471984,0.022288000211119652,0.11790720336139202,0.049210429191589355,0.15920581817626953,0.001424000016413629,0.0016207999608013782,0.9299278259277344,1.109022068977356,0.27569031715393066,0.44289397001266484,43,37,1.0162015785482588,1.0089279252508963,3,1,7.922832281485302,2.551281959709,0.2031963548448078
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,3,opt-125m,1,1,768,gpu_compute,1536,20,True,16.39426016807556,15.912437915802002,0.5129938125610352,0.12113599851727486,0.12031999975442886,0.3304109573364258,0.35561982393264774,0.03572800010442734,0.04005119930952787,0.05511295795440674,0.06018602848052979,0.05035199970006943,0.06994720064103604,0.11632370948791504,0.12819056510925292,0.15892517566680908,0.17989747524261476,42,39,1.1021000979881508,1.4085105916579628,19,20,1.9636694429409047,4.089743416164821,7.18493165749309
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,4,opt-125m,1,32,768,cpu,49152,20,True,0.3333108425140381,0.31443166732788086,0.7242720127105713,,,0.27130746841430664,0.2994421601295471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27130746841430664,0.2994421601295471,0,0,,,0,0,,,
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,5,opt-125m,1,32,768,gpu,49152,20,True,0.3314859867095947,0.34662771224975586,0.5083699226379395,,,0.3330279588699341,0.34453431367874143,0.006496000103652477,0.00704639982432127,0.02159881591796875,0.02406364679336548,0.00825599953532219,0.008737600361928343,0.024445295333862305,0.02845888137817383,0.2867136001586914,0.29630279541015625,0,0,,,0,0,1.0,1.0,1.0
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,6,opt-125m,1,32,768,gpu_h2d,49152,20,True,14.934930086135864,26.792017936706543,1.3785500526428223,0.6014560163021088,1.1193439960479736,1.2711292505264282,1.3185068011283874,0.020672000013291836,0.03312640087679036,0.04271245002746582,0.14222352504730226,0.005311999935656786,0.005411200202070176,0.891343355178833,0.9390798807144165,0.33192527294158936,0.41922339200973513,40,26,1.0162006667983052,1.0108491845033376,1,0,3.8168844887370996,3.182265961121011,0.6434108811331813
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,7,opt-125m,1,32,768,gpu_compute,49152,20,True,12.703660249710083,12.257000923156738,0.7742562294006348,0.1297440007328987,0.1343040019273758,0.44790709018707275,0.4771396040916443,0.05459200032055378,0.06592960208654404,0.0828249454498291,0.10161770582199096,0.01166400033980608,0.014676799857988953,0.03419756889343262,0.037914490699768065,0.32952582836151123,0.34370772838592534,40,55,1.789739774646124,1.1412914184184626,15,20,1.3449534138423656,8.403940801949584,1.412790818350124
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,8,opt-125m,1,128,768,cpu,196608,20,True,0.5129621028900146,0.5547027587890625,0.9047048091888428,,,0.8061220645904541,0.8706719040870666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061220645904541,0.8706719040870666,0,0,,,0,0,,,
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,9,opt-125m,1,128,768,gpu,196608,20,True,0.5307462215423584,0.5611710548400879,1.0391058921813965,,,0.8930009603500366,0.9347650051116944,0.012576000299304724,0.01989280041307211,0.035027503967285156,0.05569733381271363,0.018383999355137348,0.026916800066828728,0.03596353530883789,0.06590714454650878,0.8126112222671509,0.8435513973236084,0,0,,,0,0,1.0,1.0,1.0
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,10,opt-125m,1,128,768,gpu_h2d,196608,20,True,15.201771974563599,27.060518264770508,1.4207971096038818,0.601535975933075,1.1193440556526184,1.3129910230636597,1.3917818784713745,0.025615999475121498,0.058862398564815524,0.13888609409332275,0.14777084589004516,0.016736000776290894,0.016835199669003487,0.28508782386779785,0.37740819454193114,0.8937664031982422,0.9287977337837219,41,40,1.016118747943317,1.0118354733734065,0,0,1.4703131142759311,2.0368955840862775,0.9103569061872314
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,11,opt-125m,1,128,768,gpu_compute,196608,20,True,5.627201080322266,5.783631324768066,1.1817498207092285,0.166703999042511,0.17447999864816666,0.9246755838394165,1.0778915047645579,0.03513599932193756,0.04439200181514031,0.05428898334503174,0.06501854658126838,0.026511999778449535,0.037443199381232264,0.059575557708740234,0.07191948890686035,0.808224081993103,0.8979454159736644,108,105,1.0315769215779729,1.0888582945933458,20,20,1.0354698649786045,2.793893009360066,1.4421236242613795
