step,slot,copy_start_ms,copy_end_ms,compute_start_ms,compute_end_ms,buffer_reuse_wait_ms,data_ready_wait_ms
0,0,0.024992000311613083,2.26198410987854,2.288032054901123,2.6204159259796143,0.0035200000274926424,2.1581759452819824
1,1,2.263360023498535,4.503935813903809,4.527328014373779,4.8579840660095215,0.0004799999878741801,1.8804479837417603
2,0,4.505343914031982,6.742335796356201,6.764863967895508,7.097280025482178,0.00044800000614486635,1.8804800510406494
3,1,6.743711948394775,8.982336044311523,8.985312461853027,9.278271675109863,0.0004799999878741801,1.8742719888687134
